line_id,code,name,network,operator,colour,mode,ref:FR:STIF,stop_completude
r7975668,v4,Bus v4 : Hôtel de Ville – Centre (circulaire),RATP,RATP,,bus,C01347,90 % (20/22)
r7980611,102,Bus 102 : Gare de Marolles (circulaire),Cœur d'Essonne,Transdev Cœur Essonne,,bus,C01763,56 % (9/16)
r7993120,B,Bus B : Les 4 Chênes ↔ Pontault RER,Sit'Bus,N'4 Mobilités,,bus,C00033,93 % (28/30)
r7993121,C,Bus C : Pontault-Combault - Centre Commercial ↔ Noisiel - Le Luzard RER,Sit'Bus,N'4 Mobilités,,bus,C00034,92 % (52/56)
r7993122,D,Bus D : Pontault RER ↔ Renardière - Delacroix,Sit'Bus,N'4 Mobilités,,bus,C00032,92 % (71/77)
r7993123,E,Bus E : Gare RER de Roissy-en-Brie (circulaire),Sit'bus,Transdev N4 Mobilités,,bus,C00030,94 % (17/18)
r7993124,A,Bus A : Gare d'Ozoir-la-Ferrière ↔ Pontault-Combault - Centre Commercial,Sit'Bus,N'4 Mobilités,,bus,C00031,95 % (95/99)
r7996352,ClamiBus,Bus ClamiBus : Maison de Quartier André Charré ↔ Gare de Clamart,Vallée Sud,Transdev Vallée Sud,#ffcd01,bus,C01357,97 % (65/67)
r7998640,73,Bus 73 : Gare de Villiers - Montbarbin ↔ École Sainte-Thérèse (Couilly-Pont-aux-Dames),Brie et Deux Morin,Transdev Brie et Deux Morin,,bus,C00952,6 % (2/30)
r7998698,68.13,Bus 68.13 : Dourdan ↔ Sermaise ou Villeconin,Essonne Sud Ouest,Francilité Ouest Essonne,,bus,,
r7998730,95-32,Bus 95-32 : Marines - Collège les Hautiers ↔ Bréançon - Église ↔ Berville - Lavoir,Vexin,Transdev Vexin,#FF3399,bus,C01788,100 % (23/23)
r7999069,R106,Bus R106 : Institut Saint-Dominique ↔ Calvaire,Roissy Ouest,Keolis Roissy Pays de France Ouest,#943281,bus,C00241,62 % (17/27)
r7999311,7A,Bus 7A : Stade de la Faisanderie ↔ Gare Carnot,Vallée du Loing - Nemours,Transdev Vallée du Loing,red,bus,C00820,40 % (23/57)
r7999314,7B,Bus 7B : Jacques Durand ↔ Cité Scolaire,Vallée du Loing - Nemours,Transdev Vallée du Loing,red,bus,C01958,50 % (27/54)
r7999343,7C,Bus 7C : Gratereau ↔ Cité Scolaire,Vallée du Loing - Nemours,Transdev Vallée du Loing,red,bus,C01959,25 % (3/12)
r7999359,7D,Bus 7D : Place Parodi ↔ Cité Scolaire,Vallée du Loing - Nemours,Transdev Vallée du Loing,red,bus,C01960,
r7999362,8A,Bus 8A : Cité Scolaire ↔ Rue de la Source,Vallée du Loing - Nemours,Transdev Vallée du Loing,#58D3F7,bus,C00821,26 % (4/15)
r7999375,8B,Bus 8B : Gare Nemours Parvis ↔ LEP Fontaineroux,Vallée du Loing - Nemours,Transdev Vallée du Loing,#58D3F7,bus,C01961,58 % (33/56)
r7999440,9D,Bus 9D : Mairie Diant ↔ Cité Scolaire,Vallée du Loing - Nemours,Transdev Vallée du Loing,brown,bus,C01964,50 % (11/22)
r7999546,17B,Bus 17B : Gare Souppes-sur-Loing ↔ LEP Fontaineroux,Vallée du Loing - Nemours,Transdev Vallée du Loing,green,bus,C01973,25 % (6/24)
r7999547,17A,Bus 17A : Gare Carnot ↔ LEP Fontaineroux,Vallée du Loing - Nemours,Transdev Vallée du Loing,#FFCC66,bus,C00830,48 % (21/43)
r7999696,18A,Bus 18A : Puiselet ↔ Flora Tristan,Vallée du Loing - Nemours,Transdev Vallée du Loing,brown,bus,C00831,33 % (14/42)
r7999697,18B,Bus 18B : Gare Foljuif ↔ André Malraux,Vallée du Loing - Nemours,Transdev Vallée du Loing,brown,bus,C01974,64 % (37/57)
r8024828,1521,Bus 1521 : Ermont Gros Noyer Gare ↔ Saint-Prix Léon Cordier,Vallée de Montmorency,Transdev Valmy,,bus,C00486,33 % (5/15)
r8036799,5103,Bus 5103 : Saint-Quentin-en-Yvelines Gare RER → Guyancourt Villaroy,SQYBus,Francilité Saint-Quentin-en-Yvelines,#c04191,bus,C01539,96 % (30/31)
r8054731,17S,Bus 17S : Gare de Maule ↔ Gare de Versailles Rive Droite,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C02446,19 % (15/76)
r8054732,6217,Bus 6217 : Guitel - Lecoq (Saint-Nom-la-Bretèche) ↔ Gare de Versailles Rive Droite,Grand Versailles,Transdev Versailles,,bus,C00113,90 % (38/42)
r8054733,27,Bus 27 : Saint-Germain-en-Laye ↔ Feucherolles ↔ Bailly ↔ Thivernal Grignon,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00279,1 % (1/83)
r8060915,170,Bus 170 : Abreuvoir (Marly-le-Roi) ↔ Croix Marie (Crespières),Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00124,4 % (2/50)
r8060916,41,Bus 41 : Les Mureaux - Gare ↔ Mairie de Bailly,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00119,1 % (1/84)
r8063062,6283,Bus 6283 : Lycée Pierre Corneille (La Celle-Saint-Cloud) ↔ Tuilerie Bignon (Noisy-le-Roi),Grand Versailles,Transdev Versailles,,bus,C00122,11 % (3/27)
r8076962,1233,Bus 1233 : Gare de Neuville Université ↔ Gare de Pontoise - Place du Général de Gaulle,Cergy-Pontoise Confluence,Francilité Seine et Oise,#82DC73,bus,C02085,91 % (33/36)
r8077088,1225,Bus 1225 : Gare de Saint-Ouen-L’Aumône Liesse ↔ Gare de Conflans-Sainte-Honorine,Cergy-Pontoise Confluence,Francilité Seine et Oise,#D282BE,bus,C02086,78 % (26/33)
r8086899,30-21Oues,Bus 30-21 Ouest : Gare de Cormeilles en Parisis (circulaire),Val Parisis,Francilité Val Parisis,,bus,C02049,100 % (6/6)
r8088174,6204,Bus 6204 : Pershing ↔ Gare des Versailles Chantiers,Grand Versailles,Transdev Versailles,,bus,C00695,90 % (30/33)
r8106274,20,Bus 20 : Villiers-le-Bel RER ↔ Parc des Expositions,Roissy Ouest,Keolis Roissy Pays de France Ouest,#F28E42,bus,C01867,21 % (3/14)
r8109456,8,Bus 8 : Gare de Poissy ↔ Chambourcy - Châtaigneraie ↔ Gare de Poissy,Saint-Germain Boucles de Seine,Transdev Boucle des Lys,#f59eb2,bus,C00144,76 % (19/25)
r8112663,4417,Bus 4417 : Estouches ↔ Étampes HLM Bas,Essonne Sud Ouest,Francilité Ouest Essonne,#83C491,bus,C02067,84 % (22/26)
r8112875,4418,Bus 4418 : Estouches ↔ Etampes HLM Bas,Essonne Sud Ouest,Francilité Ouest Essonne,#E0B03B,bus,C02068,88 % (38/43)
r8116384,M,Bus Express A14 (M) : La Défense ↔ Mantes-la-Jolie - Hôpital,Express A14,CTCOP,#8AD3DE,bus,,
r8122752,501,Bus 501 : La Férandière (Pontcarré) ↔ Gare de Roissy-en-Brie,Sit'bus,Transdev N4 Mobilités,,bus,C00028,9 % (3/31)
r8126041,643,Bus 643 : Le Chénay-Gagny RER ↔ Vert-Galant RER,Seine-Saint-Denis,Transdev TRA,#F28E43,bus,C02092,86 % (52/60)
r8130193,03,Bus 03 : Gare de Dourdan ↔ Zone Industrielle,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00164,
r8130220,29,Bus 29 : Gare de Dourdan ↔ Moutiers,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C00180,
r8130793,559b,Bus 559b : Gabriel Péri ↔ Suresnes,RATP,RATP,#D282BE,bus,C02080,93 % (14/15)
r8130794,559c,Bus 559c : Gabriel Péri ↔ Soufflot,RATP,RATP,#ff5a00,bus,C02081,93 % (14/15)
r8130795,559a,Bus 559a : Gabriel Péri ↔ Garches,RATP,RATP,#FFBE00,bus,C01345,76 % (10/13)
r8130796,559d,Bus 559d : Chemin de l'Île ↔ Place Foch,RATP,RATP,,bus,C02082,100 % (8/8)
r8131176,6203,Bus 6203 : Satory ↔ Hôpital André Mignot,Grand Versailles,Transdev Versailles,#00FF00,bus,C00694,96 % (51/53)
r8132425,1512,Bus 1512 : Ermont Eaubonne Gare RER ↔ Gare de Domont,Vallée de Montmorency,Transdev Valmy,#FFCE00,bus,C00301,73 % (42/57)
r8132454,1514,Bus 1514 : Ermont Eaubonne Gare RER ↔ Enghien Albert 1er Gare,Vallée de Montmorency,Transdev Valmy,#B94E9A,bus,C00315,53 % (17/32)
r8132466,30-14,Bus 30-14 : Franconville Gare ↔ Saint-Leu la Forêt Gare,Val Parisis,Francilité Val Parisis,#3D99D0,bus,C00447,72 % (13/18)
r8132489,3801,Bus 3801 : Ermont Eaubonne Gare RER ↔ Montlignon Mairie,Val Parisis,Francilité Val Parisis,#008000,bus,C00484,92 % (38/41)
r8132503,TàD,Bus TaD : Domont Gare ↔ Hopital Simone Veil,Vallée de Montmorency,Transdev Valmy,,bus,,
r8132510,3804,Bus 3804 : Ermont Eaubonne Gare RER ↔ Rue de Saint-Prix,Val Parisis,Francilité Val Parisis,#008000,bus,C00487,79 % (23/29)
r8132557,4412,Bus 4412 : Dourdan ↔ Monnerville,Essonne Sud Ouest,Francilité Ouest Essonne,#FF0000,bus,C00974,96 % (29/30)
r8165262,427,Bus 427 : (Les Graviers) Villeneuve-Saint-Georges ↔ Gare de Boissy-Saint-Léger,Marne et Seine,Transdev Côteaux de la Marne,#FFDC00,bus,C00574,95 % (57/60)
r8172061,114,Bus 114 : Gare d'Epinay-sur-Orge (circulaire) via Le Breuil,Paris-Saclay,RATP Cap Saclay,#007B74,bus,C00093,61 % (8/13)
r8184117,16,Bus Express 16 : Gare de Cergy Préfecture ↔ Gare de Saint-Quentin-en-Yvelines,Île-de-France Ouest,Francilité Express Ouest,#3BB2FF,bus,C00151,45 % (5/11)
r8186068,38,Bus 38 : Gare de Tacoignières - Richebourg ↔ La Picotière,Centre et Sud Yvelines,Transdev Sud Yvelines,,bus,C01984,86 % (58/67)
r8186765,9,Bus 9 : Gare d'Argenteuil ↔ Gare de Sartrouville,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#ed1a2a,bus,C00298,94 % (53/56)
r8187525,30-05,Bus 30-05 : Gare de Sartrouville ↔ Gare de Montigny - Beauchamp,Val Parisis,Francilité Val Parisis,#212E39,bus,C00437,95 % (64/67)
r8187695,8,Bus 8 : Gare d'Argenteuil ↔ Berionne,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#845d2e,bus,C00297,95 % (46/48)
r8189692,607,Bus 607 : La Courneuve - 8 Mai 1945 ↔ Gare de Villepinte,Terres d'Envol,Transdev Nord Seine-Saint-Denis,#F28E43,bus,C01578,87 % (51/58)
r8207026,609,Bus 609 : Gare de Villepinte ↔ Fort d'Aubervilliers - Métro,Terres d'Envol,Transdev Nord Seine-Saint-Denis,,bus,C01579,92 % (50/54)
r8208930,642,Bus 642 : Gare de Villepinte ↔ Gare du Vert Galant,Terres d'Envol,Transdev Nord Seine-Saint-Denis,,bus,C01594,50 % (30/60)
r8211074,2101,Bus 2101 : Beaupré ↔ Aéroport CDG1 RER B,Roissy Est,Keolis Roissy Pays de France Est,#E3051C,bus,C00245,83 % (49/59)
r8218429,2104,Bus 2104 : Saint-Pathus Les Frênes ↔ Meaux,Roissy Est,Keolis Roissy Pays de France Est,#F28E42,bus,C00248,1 % (1/62)
r8218430,2111,Bus 2111 : Dammartin-en-Goële ↔ Meaux,Roissy Est,Keolis Roissy Pays de France Est,#F3A4BA,bus,C00254,
r8218451,Inter-Val,Bus Inter-Val : Hôpital Joffre (Draveil) ↔ Centre Hospitalier (Villeneuve-Saint-Georges),Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,,bus,C00351,83 % (62/74)
r8218465,E1,Bus E1 : Lycée de Montgeron ↔ Salvador Allende,Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,#DA620C,bus,C00600,94 % (18/19)
r8218466,BM,Bus BM : Gare de Montgeron Crosne ↔ Valdoly (Montgeron),Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,,bus,C00356,86 % (19/22)
r8220074,DM26,Bus DM26 : Arpajon RER ↔ Ollainville - Rond-Point la Roche,Cœur d'Essonne,Transdev Cœur Essonne,#FF66FF,bus,C00688,72 % (18/25)
r8228825,27,Bus 27 : Gare de Saint-Germain en Laye ↔ Gare de Cergy Préfecture,Île-de-France Ouest,Francilité Express Ouest,,bus,C02204,71 % (5/7)
r8255784,1511,Bus 1511 : Gare de Saint-Gratien ↔ Docteur Schweitzer,Vallée de Montmorency,Transdev Valmy,,bus,C00304,92 % (59/64)
r8256243,1515,Bus 1515 : Gare d'Épinay-Villetaneuse ↔ La Chênée,Vallée de Montmorency,Transdev Valmy,#00A88F,bus,C01804,95 % (43/45)
r8256486,610,Bus 610 : Gare de Dugny la Courneuve ↔ Gare de Sevran Beaudottes,Terres d'Envol,Transdev Nord Seine-Saint-Denis,,bus,C01580,84 % (50/59)
r8256621,5107,Bus 5107 : Trappes Gare ↔ La Verrière Gare,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#E74215,bus,C01530,95 % (42/44)
r8258499,2102,Bus 2102 : Aéroport CDG1 RER B ↔ Louvres RER D,Roissy Est,Keolis Roissy Pays de France Est,#8D5E2A,bus,C00246,88 % (31/35)
r8259881,6162,Bus 6162 : Gare de Saint-Rémy-lès-Chevreuse ↔ Gare de Versailles-Château-Rive-Gauche,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#e20613,bus,C01702,90 % (64/71)
r8264763,9,Bus 9 : Gare de Marly-le-Roi - Parvis → Gare de Marly-le-Roi - Parvis,Saint-Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,,bus,C00145,70 % (12/17)
r8268259,18S,Bus 18S : Jean Moulin ↔ Plains Champs,Saint-Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,#FBE800,bus,C00153,100 % (13/13)
r8268452,N1,Bus N1 : Terminal 2F (circulaire),ADP,Aéroports de Paris,,bus,C00562,100 % (9/9)
r8268538,N2,Bus N2 : Terminal 2 F ↔ Terminal 2 G,ADP,Aéroports de Paris,,bus,C01792,66 % (2/3)
r8268978,M21B,Bus M21B : Gare de Savigny-sur-Orge (circulaire via François Mitterand),Cœur d'Essonne,Transdev Cœur Essonne,#9980FF,bus,C00684,50 % (11/22)
r8268979,M21A,Bus M21A : Gare de Savigny-sur-Orge (circulaire via Mairie),Cœur d'Essonne,Transdev Cœur Essonne,#FFD900,bus,C00683,54 % (13/24)
r8271443,6123,Bus 6123 : Europe ↔ Vélizy 2,Vélizy Vallées,Keolis Vélizy Vallée de la Bièvre,#E78DBB,bus,C00050,91 % (45/49)
r8272658,5141,Bus 5141 : Gare de Versailles Chantiers ↔ Chamfleury,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#09a88e,bus,C00544,96 % (55/57)
r8281027,510,Bus 510 : ZI Croix Blanche ↔ Tuileries,Évry Centre Essonne,Keolis TISSE,#777677,bus,C01615,83 % (47/56)
r8281810,415,Bus 415 : Evry-Courcouronnes Centre ↔ Gare de Villabé SNCF,Évry Centre Essonne,Keolis TISSE,#71351D,bus,C01628,79 % (31/39)
r8282002,406,Bus 406 : Imprimerie Nationale ↔ Bois de l'Epine RER,Évry Centre Essonne,Keolis TISSE,#834D48,bus,C01621,100 % (4/4)
r8285312,7,Bus 7 : Désiré Lefèvre ↔ Gare de Chelles Gournay,Apolo 7,Société des transports du bassin chellois,#9bbb59,bus,C02136,86 % (33/38)
r8285313,6,Bus 6 : Gare de Vaires Torcy ↔ Gare de Chelles Gournay ↔ Collège Goscinny,Apolo 7,Société des transports du bassin chellois,#E42729,bus,C02131,97 % (44/45)
r8287382,7s,Bus 7s : Cité Scolaire (Chelles) ↔ Courtry,Apolo 7,Société des transports du bassin chellois,#9bbb59,bus,C02135,91 % (33/36)
r8287383,8s,Bus 8s : Mairie (Chelles) ↔ Vieux Moulin (Chelles),Apolo 7,Société des transports du bassin chellois,#663300,bus,C02139,27 % (3/11)
r8287384,4s,Bus 4s : Cité Scolaire (Chelles) ↔ Mairie (Claye-Souilly),Apolo 7,Société des transports du bassin chellois,#ff9a00,bus,C02138,82 % (34/41)
r8287385,9s,Bus 9s : Cité Scolaire (Chelles) ↔ Bois Madame (Chelles),Apolo 7,Société des transports du bassin chellois,#006600,bus,C02132,100 % (46/46)
r8292255,618,Bus 618 : Gare d'Aulnay sous Bois ↔ Général de Gaulle,Terres d'Envol,Transdev Nord Seine-Saint-Denis,#E3B32A,bus,C01586,83 % (36/43)
r8297079,9,Bus 9 : Gare de Chelles Gournay (circulaire),Apolo 7,Société des transports du bassin chellois,#19B200,bus,C02133,92 % (13/14)
r8298340,F,Bus F : La Tour ↔ Gare du Vésinet le Pecq,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,,bus,C02150,88 % (22/25)
r8298486,C,Bus C : Mantes-la-Jolie - Port Fouquet ↔ Gare de Mantes-la-Jolie,Mantois,RATP Cap Mantois,#211753,bus,C01600,89 % (26/29)
r8299933,301,Bus 301 : Exona ↔ Terminal David Douillet,Évry Centre Essonne,Keolis TISSE,,bus,C00385,89 % (49/55)
r8310967,303,Bus 303 : Gare Moulin Galant ↔ Corbeil-Essonnes - Gare RER,Évry Centre Essonne,Keolis TISSE,#38761d,bus,C00388,86 % (25/29)
r8312254,D,Bus D : Circulaire Mantes-la-Ville ↔ Mantes-la-Jolie ↔ Buchelay ↔ Mantes-la-Ville,Mantois,RATP Cap Mantois,#049CDF,bus,C01601,97 % (67/69)
r8312545,6240,Bus 6240 : Gare de Fontenay le Fleury ↔ Versailles Gare des Chantiers,Grand Versailles,Transdev Versailles,#FF82B4,bus,C01868,92 % (39/42)
r8312707,27,Bus 27 : Roissypole → Jean Bullant (Villiers-le-Bel),Roissy Ouest,Keolis Roissy Pays de France Ouest,,bus,C02059,64 % (37/57)
r8316261,L,Bus L : Gare de Houilles Carrières sur Seine ↔ Mayoly (Chatou),Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,,bus,C02142,74 % (20/27)
r8316271,P,Bus P : Berges de Montesson ↔ Gare de Houilles-Carrières sur Seine,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#f5a488,bus,C02152,94 % (36/38)
r8322773,22,Bus 22 : Meaux ↔ Vincy-Manoeuvre,Meaux et Ourcq,Transdev Marne-et-Ourcq,#CDC92A,bus,C00917,75 % (21/28)
r8338499,Curviabus,Curvia,Curvia bus,Ville de Courbevoie,,bus,,
r8353656,3609,Bus 3609 : Gare du Mée ↔ Foch - 11 Novembre,Grand Melun,Transdev Melun,,bus,C00876,98 % (72/73)
r8357295,1205,Bus 1205 : Gare de Conflans-Sainte-Honorine - Place Romagné ↔ Gare de Poissy,Cergy-Pontoise Confluence,Francilité Seine et Oise,#FF1400,bus,C01475,86 % (39/45)
r8360705,2124,Bus 2124 : École Jean de la Fontaine (Compans) ↔ Aéroport CDG1 RER B,Roissy Est,Keolis Roissy Pays de France Est,#CEADD2,bus,C01866,91 % (54/59)
r8364140,1221,Bus 1221 : Gare d'Achères (circulaire),Cergy-Pontoise Confluence,Francilité Seine et Oise,#F28C1C,bus,C01685,85 % (41/48)
r8364726,6214,Bus 6214 : Versailles Château Rive-Gauche ↔ Viroflay Rive Gauche,Grand Versailles,Transdev Versailles,#3C91DC,bus,C02286,81 % (18/22)
r8364981,438,Bus 438 : Centre Commercial Pince-Vent ↔ La Varenne RER,Marne et Seine,Transdev Côteaux de la Marne,#76B72A,bus,C00085,93 % (31/33)
r8366461,T,Bus T : Gare de Chatou Croissy ↔ Place du Docteur Roux,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#f79050,bus,C02144,74 % (23/31)
r8366812,2117,Bus 2117 : Villeparisis - Marché (circulaire),Roissy Est,Keolis Roissy Pays de France Est,#87D3DF,bus,C00199,71 % (10/14)
r8369092,1,Bus 1 : Gare de Sainte-Geneviève des Bois (circulaire),Cœur d'Essonne,Transdev Cœur Essonne,#e5122e,bus,C00086,52 % (19/36)
r8369253,5145,Bus 5145 : Saint-Rémy Gare ↔ Magny ↔ Montigny Saint-Quentin Gare,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#79AC2B,bus,C01538,98 % (63/64)
r8369803,4401,Bus 4401 : Étampes - Hôpital ou Gaston Beau (circulaire),Essonne Sud Ouest,Francilité Ouest Essonne,#E3B32A,bus,C00975,82 % (24/29)
r8370158,5106,Bus 5106 : Z.I. Les Gâtines ↔ Trappes Gare,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#c04191,bus,C01531,93 % (42/45)
r8370222,24,Bus 24 : Gare de Villiers-le-Bel Gonesse Arnouville (circulaire),Roissy Ouest,Keolis Roissy Pays de France Ouest,#0064B0,bus,C00612,91 % (11/12)
r8370396,1,Bus 1 : Ambroise Paré ↔ Combs-la-Ville - Quincy Gare RER,Pays Briard,Keolis Portes et Val de Brie,,bus,C00546,75 % (18/24)
r8371071,2120,Bus 2120 : Cimetière ↔ Gare RER de Mitry - Claye,Roissy Est,Keolis Roissy Pays de France Est,#006DB8,bus,C00659,84 % (22/26)
r8371170,402,Bus 402 : ZAC du Moulin ↔ Antony RER,Bièvre,RATP Cap Bièvre,#f67f39,bus,C00340,93 % (27/29)
r8373352,2,Bus 2 : Le Moulin ↔ Gare d'Argenteuil,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#f79050,bus,C00294,96 % (26/27)
r8374540,413,Bus 413 : Centre Commercial Aunettes ↔ Imprimerie Nationale,Évry Centre Essonne,Keolis TISSE,#FFDD00,bus,C01626,72 % (45/62)
r8377444,R6,Bus R6 : Louvres RER D (circulaire),Roissy Ouest,Keolis Roissy Pays de France Ouest,#97D4E2,bus,C00233,85 % (18/21)
r8378094,3216,Bus 3216 - Nangibus : Circulaire Gare de Nangis SNCF,Provinois - Brie et Seine,Francilité Grand Provinois,,bus,C02294,66 % (10/15)
r8378312,4,Bus 4 : Rosny-sous-Bois RER (circulaire) via Casanova,Titus,MobiCité,#0033FF,bus,C01829,69 % (9/13)
r8379297,1,Bus 1 : Rosny-sous-Bois RER (circulaire) via La Boissière - Hôpital,Titus,MobiCité,#FF0000,bus,C01826,19 % (5/26)
r8379317,3,Bus 3 : Rosny-sous-Bois RER (circulaire) via Plateau d'Avron,Titus,MobiCité,#33FF33,bus,C01828,85 % (12/14)
r8379422,2,Bus 2 : Rosny-sous-Bois RER (circulaire) via Rosny 2 et Gare Bois-Perrier RER,Titus,MobiCité,#FFBF00,bus,C01827,17 % (3/17)
r8379777,30-49,Bus 30-49 : Gare de Franconville (circulaire),Val Parisis,Francilité Val Parisis,,bus,C02006,100 % (10/10)
r8383356,5143,Bus 5143 : Mérantais (Magny-les-Hameaux) ↔ Institut Franco-Japonais (Montigny-le-Bretonneux),Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#81c391,bus,C01532,100 % (51/51)
r8383446,5150,Bus 5150 : Villaroy ↔ Saint-Quentin Gare,Saint-Quentin-en-Yvelines,Francilité Saint-Quentin-en-Yvelines,#81c391,bus,C01541,96 % (28/29)
r8384179,3,Bus 3 : Gare de Sainte-Geneviève des Bois ↔ Petits Champs,Cœur d'Essonne,Transdev Cœur Essonne,,bus,C00088,
r8388057,31,Bus 31 : Parc Commercial Pont de Pierre ↔ Garges/Sarcelles RER D,Roissy Ouest,Keolis Roissy Pays de France Ouest,#E3051B,bus,C00208,95 % (22/23)
r8388058,Roissy Sud,Bus Filéo Roissy Sud : Roissypole ↔ Sevran Livry RER B,Filéo,Keolis Mobilité Roissy,,bus,C01670,
r8388059,39,Bus 39 : Vert Galant RER B ↔ Aéroport CDG1 RER B,Terres d'Envol,Transdev Nord Seine-Saint-Denis,,bus,C00213,64 % (49/76)
r8388060,1513,Bus 1513 : La Chênée (Montmorency) ↔ Gare d'Enghien-les-Bains,Vallée de Montmorency,Transdev Valmy,#F28E43,bus,C00302,100 % (32/32)
r8392645,T'bus 1,Bus T'bus 1 : Roissypole ↔ Marronniers (Tremblay-en-France),Terres d'Envol,Transdev Nord Seine-Saint-Denis,#E30017,bus,C02265,66 % (45/68)
r8393002,15,Bus 15 : Petit Parc Bignon ↔ Gare de Saint-Germain en Laye - Rue Thiers,Saint-Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,#B6D7A8,bus,C00150,57 % (23/40)
r8393308,3301,Bus 3301 : Pajol ↔ Montereau SNCF,Pays de Montereau,Francilité Pays de Montereau,#B80C4B,bus,C01435,79 % (27/34)
r8393431,18,Bus 18 : Champagne - Roussillon ↔ Gare d'Argenteuil,Argenteuil - Boucles de Seine,Keolis Argenteuil Boucles de Seine,#186abd,bus,C00303,100 % (20/20)
r8393784,S1,Bus scolaire S1 : Conservatoire (Orsay) ↔ Collège Île de France,Paris-Saclay,RATP Cap Saclay,yellow,bus,C01651,85 % (17/20)
r8393785,S2,Bus scolaire S2 : Cimetière (Orsay) ↔ Villebon ↔ Lycée C. Claudel (Palaiseau),Paris-Saclay,RATP Cap Saclay,#009EE0,bus,C02382,85 % (17/20)
r8393786,S3,Bus scolaire S3 : Grand Dôme (Villebon) ↔ Collège Île de France ↔ Collège J. Verne,Paris-Saclay,RATP Cap Saclay,#8BC342,bus,C01653,63 % (7/11)
r8393787,S4,Bus scolaire S4 : Millet (Villebon) ↔ Collège J. Verne,Paris-Saclay,RATP Cap Saclay,#F2A5B7,bus,C01654,50 % (5/10)
r8396927,453,Bus 453 : Imprimerie Nationale (Bondoufle) ↔ Les Meillottes (Soisy-sur-Seine),Évry Centre Essonne,Keolis TISSE,#A80983,bus,C01631,86 % (71/82)
r8398489,Goussainville,Bus Filéo Goussainville : Roissypole ↔ Les Côteaux (Goussainville),Filéo,Keolis,,bus,C01432,81 % (67/82)
r8400207,6251,Bus 6251 : Hôpital Mignot ↔ Saint-Quentin-en-Yvelines - Gare P. Delouvrier,Grand Versailles,Transdev Versailles,#3C91E6,bus,C01873,95 % (39/41)
r8400479,M,Bus M : Buchelay - Béarn ↔ Buchelay - Béarn,Mantois,RATP Cap Mantois,#E0C41B,bus,C01606,75 % (27/36)
r8401666,78,Bus Express 78 : Gare Routière de Mantes-la-Ville ↔ Saint-Quentin-en-Yvelines - Gare Routière Delouvrier,Île-de-France Ouest,Francilité Express Ouest,,bus,,
r8402861,6211,Bus 6211 : Erich Von Stroheim ↔ Versailles Château Rive-Gauche,Grand Versailles,Transdev Versailles,#00643C,bus,C00408,62 % (32/51)
r8403373,19,Bus 19 : Gare de Meaux ↔ Gare de Val d'Europe,Meaux et Ourcq,Transdev Marne-et-Ourcq,#F28E42,bus,C00914,87 % (28/32)
r8404004,412,Bus 412 : La Croix de Berny RER ↔ Lycée Polyvalent,Bièvre,RATP Cap Bièvre,#e30017,bus,C00342,90 % (37/41)
r8404223,6243,Bus 6243 : Gare de Fontenay le Fleury (circulaire),Grand Versailles,Transdev Versailles,,bus,C01872,85 % (12/14)
r8404345,91-01,Bus 91-01 : Gare Brunoy ↔ Gare Routière d'Evry Courcouronnes,Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,#1ac7ff,bus,C01562,91 % (32/35)
r8404789,2118,Bus 2118 : Marché (Villeparisis) ↔ Collège Gérard Philipe,Roissy Est,Keolis Roissy Pays de France Est,#F78F4B,bus,C00200,86 % (19/22)
r8404844,Saint-Pathus,Bus Filéo Saint-Pathus : Roissypole ↔ Saint-Pathus,Filéo,Keolis Mobilité Roissy,,bus,C01823,41 % (22/53)
r8405392,Sarcelles,Bus Filéo Sarcelles : Roissypole ↔ Sarcelles,Filéo,Keolis,,bus,C01431,85 % (57/67)
