route_id,name,code,destination,network
r9795815,Bus 6206 : Versailles Satory Mobilab → Gare de Versailles Chantiers → Gare de Viroflay Rive Gauche,6206,Gare de Viroflay Rive Gauche,Grand Versailles
r9795816,Bus 6206 : Gare de Viroflay Rive Gauche → Gare de Versailles Chantiers → Versailles Satory Mobilab,6206,Versailles Satory Mobilab,Grand Versailles
r9795829,Bus 6206 (week-end) : Gare de Viroflay Rive Gauche → Gare de Versailles Chantiers - Abbé Rousseaux → Versailles Satory Mobilab,6206,Versailles Satory Mobilab,Grand Versailles
r9795830,Bus 6206 (week-end) : Versailles Satory Mobilab → Gare de Versailles Chantiers - Abbé Rousseaux → Gare de Viroflay Rive Gauche,6206,Gare de Viroflay Rive Gauche,Grand Versailles
r9796086,Bus 6207 : Centre Commercial Parly 2 → Gare de Viroflay Rive Gauche,6207,Gare de Viroflay Rive Gauche,Grand Versailles
r9796087,Bus 6207 : Gare de Viroflay Rive Gauche → Centre Commercial Parly 2,6207,Centre Commercial Parly 2,Grand Versailles
r9796222,Bus 6213 : Picardie (Versailles) → Gare de Versailles Chantiers,6213,Gare de Versailles Chantiers,Grand Versailles
r9796223,Bus 6213 : Gare de Versailles Chantiers → Picardie (Versailles),6213,Picardie,Grand Versailles
r9796283,Bus 6209 : Gare de Garches → Gare de Vaucresson → Moxouris (Le Chesnay-Rocquencourt),6209,Moxouris (Le Chesnay-Rocquencourt),Grand Versailles
r9796284,Bus 6209 : Moxouris (Le Chesnay-Rocquencourt) → Gare de Vaucresson → Gare de Garches,6209,Gare de Garches,Grand Versailles
r9796416,Bus 6210 : Lycée Jules Ferry (Versailles) → Gare de Vaucresson,6210,Gare de Vaucresson,Grand Versailles
r9796417,Bus 6210 : Gare de Vaucresson → Lycée Jules Ferry (Versailles),6210,Lycée Jules Ferry (Versailles),Grand Versailles
r9796507,Bus 6284 : Lycée Franco-Allemand → Poste de Garches,6284,Poste de Garches,Grand Versailles
r9796508,Bus 6284 : Mairie de Garches → Lycée Franco-Allemand,6284,Lycée Franco-Allemand,Grand Versailles
r9796535,Bus 6172 : Buc - Collège Martin Luther King → Les Metz - La Mare,6172,Les Metz - La Mare,Vélizy Vallées
r9796536,Bus 6172 : Les Metz - La Mare → Buc - Collège Martin Luther King,6172,Buc - Collège Martin Luther King,Vélizy Vallées
r9796541,Bus 6286 : Collège les Lauriers → Victor Duret,6286,Victor Duret,Grand Versailles
r9796542,Bus 6286 : Victor Duret → Collège les Lauriers,6286,Collège les Lauriers,Grand Versailles
r9796571,Bus 6174 : Val d'Albian Villeras → Lycée Franco-Allemand,6174,Lycée Franco-Allemand,Vélizy Vallées
r9796572,Bus 6174 : Lycée Franco-Allemand → Val d'Albian Villeras,6174,Val d'Albian Villeras,Vélizy Vallées
r9796592,Bus 6285 : Place Laboulaye → Poste de Garches,6285,Poste de Garches,Grand Versailles
r9796593,Bus 6285 : Mairie de Garches → Hôpital André Mignot - Les Chênes d'Or,6285,Hôpital André Mignot - Les Chênes d'Or,Grand Versailles
r9808019,Bus 6175 : Mairie - Tarron → Ursine,6175,Ursine,Vélizy Vallées
r9808020,Bus 6175 : Ursine → Mairie - Tarron,6175,Mairie - Tarron,Vélizy Vallées
r9808058,Bus 6178 : Victor Hugo → Mairie - Tarron,6178,Mairie - Tarron,Vélizy Vallées
r9808059,Bus 6178 : Mairie - Tarron → Victor Hugo,6178,Victor Hugo,Vélizy Vallées
r9810230,Bus 6131 : Robert Wagner (circulaire),6131,Robert Wagner,Vélizy Vallées
r9817421,Bus 1204 : Gare de Conflans-Sainte-Honorine - Place Romagné → Gare de Saint-Germain-en-Laye,1204,Gare de Saint-Germain-en-Laye,Cergy-Pontoise Confluence
r9817422,Bus 1204 : Gare de Saint-Germain-En-Laye → Gare de Conflans-Sainte-Honorine - Place Romagné,1204,Gare de Conflans-Sainte-Honorine - Place Romagné,Cergy-Pontoise Confluence
r9818874,Bus H : Lycée les Pierres Vives → Plateau,H,Plateau,Argenteuil - Boucles de Seine
r9818875,Bus H : Plateau → Lycée les Pierres Vives,H,Lycée les Pierres Vives,Argenteuil - Boucles de Seine
r9832628,Bus DM19 : Place des FFI → Gare de Brétigny via Cité,DM19,Gare de Brétigny,Cœur d'Essonne
r9832629,Bus DM19 : Place des FFI → Gare de Brétigny via jules Vallès,DM19,Gare de Brétigny,Cœur d'Essonne
r9832630,Bus DM19 : Gare de Brétigny → Place des FFI via Cité,DM19,Place des FFI,Cœur d'Essonne
r9832631,Bus DM19 : Gare de Brétigny → Place des FFI via Jules Vallès,DM19,Place des FFI,Cœur d'Essonne
r9832632,Bus DM19 : Gare de Brétigny → La Montagne - Lycée Belmondo,DM19,La Montagne - Lycée Belmondo,Cœur d'Essonne
r9832750,Bus DM20 (circulaire) : Gare d'Égly → Gare d'Égly,DM20,Gare d'Égly,Cœur d'Essonne
r9835752,Bus 44 : Sevran - Beaudottes Gare → Poissons,44,Poissons,Terres d'Envol
r9835753,Bus 44 : Matisse - Delacroix → Sevran - Beaudottes Gare,44,Sevran - Beaudottes Gare,Terres d'Envol
r9836725,Bus R4 : Roissypole → Zone Technique → Louvres Gare,R4,Louvres Gare,Roissy Ouest
r9836726,Bus R4 : Louvres Gare → Zone Technique → Roissypole,R4,Roissypole,Roissy Ouest
r9836788,Bus R7 : Louvres Gare → Ferme du Temple,R7,Ferme du Temple,Roissy Ouest
r9836789,Bus R7 : Ruelle du Puits → Louvres Gare,R7,Louvres Gare,Roissy Ouest
r9836836,Bus 1314 : Viarmes - Gare → Baillon,1314,Baillon,Haut Val d'Oise
r9836837,Bus 1314 : Baillon → Viarmes - Gare,1314,Viarmes - Gare,Haut Val d'Oise
r9836850,Bus 2122 : Mitry-Claye Gare → Institution Fénélon,2122,Institution Fénélon,Roissy Est
r9836851,Bus 2122 : Lycée Charles de Gaulle → Villeparisis Mitry-le-Neuf Gare,2122,Villeparisis Mitry-le-Neuf Gare,Roissy Est
r9836852,Bus 2122 : Dammartin Juilly Saint-Mard Gare → Vert Galant Gare,2122,Vert Galant Gare,Roissy Est
r9836853,Bus 2122 : Vert Galant Gare → Dammartin Juilly Saint-Mard Gare,2122,Dammartin Juilly Saint-Mard Gare,Roissy Est
r9836854,Bus 2122 : Institution Fénélon → Dammartin Juilly Saint-Mard Gare,2122,Dammartin Juilly Saint-Mard Gare,Roissy Est
r9836906,Bus 1349 : Collège Anna de Noailles - Lycée Gérard de Nerval → Collège Blaise Pascal,1349,Collège Blaise Pascal,Haut Val d'Oise
r9836907,Bus 1349 : Collège Anna de Noailles - Lycée Gérard de Nerval → Place Gambetta,1349,Place Gambetta,Haut Val d'Oise
r9836908,Bus 1349 : Collège Anna de Noailles - Lycée Gérard de Nerval → Place Gambetta,1349,Place Gambetta,Haut Val d'Oise
r9836909,Bus 1349 : Route de Royaumont → Collège Anna de Noailles - Lycée Gérard de Nerval,1349,Collège Anna de Noailles - Lycée Gérard de Nerval,Haut Val d'Oise
r9836910,Bus 1349 : Place Gambetta → Collège Anna de Noailles - Lycée Gérard de Nerval,1349,Collège Anna de Noailles - Lycée Gérard de Nerval,Haut Val d'Oise
r9836911,Bus 1349 : Collège Blaise Pascal → Collège Anna de Noailles - Lycée Gérard de Nerval,1349,Collège Anna de Noailles - Lycée Gérard de Nerval,Haut Val d'Oise
r9841945,Bus 3207 : Centre → Ville Haute,3207,Ville Haute (Provins),Provinois - Brie et Seine
r9845706,Bus 627 : O'Parinor → Gare d'Aulnay-sous-Bois,627,Gare d'Aulnay-sous-Bois,Terres d'Envol
r9845707,Bus 627 : Centre Commercial O'Parinor → Gare d'Aulnay-sous-Bois,627,Gare d'Aulnay-sous-Bois,Terres d'Envol
r9845708,Bus 627 : Gare d'Aulnay-sous-Bois → O'Parinor,627,O'Parinor,Terres d'Envol
r9845709,Bus 627 : Gare d'Aulnay-sous-Bois → Centre Commercial O'Parinor,627,Centre Commercial O'Parinor,Terres d'Envol
r9848162,Bus 604 : Hôpital Intercommunal → Pivoines → Gare de Gagny,604,Gare de Gagny,Seine-Saint-Denis
r9849534,Bus 502 : Campus Sainte-Thérèse Ouest → Campus Sainte-Thérèse,502,Campus Sainte-Thérèse,Sit'Bus
r9849535,Bus 502 : Campus Sainte-Thérèse → Émery - Dantzig,502,Émery - Dantzig,Sit'Bus
r9849536,Bus 502 : Campus Sainte-Thérèse → Stade Lucien Morane,502,Stade Lucien Morane,Sit'Bus
r9849537,Bus 502 : Campus Sainte-Thérèse → Ferme - Caminha → Émery - Dantzig,502,Émery - Dantzig,Sit'Bus
r9849538,Bus 502 : Stade Lucien Morane → Campus Sainte-Thérèse,502,Campus Sainte-Thérèse,Sit'Bus
r9849539,Bus 502 : Place du Muguet → Campus Sainte-Thérèse,502,Campus Sainte-Thérèse,Sit'Bus
r9849540,Bus 502 : Campus Sainte-Thérèse → Campus Sainte-Thérèse Ouest,502,Campus Sainte-Thérèse Ouest,Sit'Bus
r9850308,Bus 402 : La Treille → Gare de Corbeil-Essonnes,402,Gare de Corbeil-Essonnes,Évry Centre Essonne
r9850309,Bus 402 : Gare de Corbeil-Essonnes → La Treille,402,La Treille,Évry Centre Essonne
r9851367,Bus 5105 : Méliès - Croix Bonnet → La Verrière Gare,5105,La Verrière Gare,Saint-Quentin-en-Yvelines
r9851369,Bus 5105 : Gare de la Verrière → Méliès - Croix Bonnet,5105,Méliès - Croix Bonnet,Saint-Quentin-en-Yvelines
r9852051,Bus 305 : Bois des Coudraies → Juvisy Gare Routière Seine,305,Juvisy Gare Routière Seine,Évry Centre Essonne
r9852052,Bus 305 : Juvisy Gare Routière Seine → Bois des Coudraies,305,Bois des Coudraies,Évry Centre Essonne
r9853419,Bus S1 : Collège Pablo Picasso → Gare de Sartrouville,S1,Gare de Sartrouville,Argenteuil - Boucles de Seine
r9853420,Bus S1 : Gare de Sartrouville → Collège Pablo Picasso,S1,Collège Pablo Picasso,Argenteuil - Boucles de Seine
r9853606,Bus C : Gare du Vésinet - Le Pecq → Montesson Poste → Gare de Houilles - Carrières-sur-Seine,C,Gare de Houilles - Carrières-sur-Seine,Argenteuil - Boucles de Seine
r9854706,Bus 20 : Gare du Vésinet - Le Pecq → Gare du Vésinet-Centre,20,Gare du Vésinet-Centre,Argenteuil - Boucles de Seine
r9854709,Bus 20 : Gare du Vésinet-Centre → Gare du Vésinet - Le Pecq,20,Gare du Vésinet - Le Pecq,Argenteuil - Boucles de Seine
r9856590,Bus 437 : Lycée Champlain → Petit Caporal,437,Petit Caporal,Marne et Seine
r9856591,Bus 437 : Petit Caporal → Lycée Champlain,437,Lycée Champlain,Marne et Seine
r9857122,Bus Navettes 102 (circulaire) : Moutier Médiathèque → Les Berges → Moutier Médiathèque,102,Moutier Médiathèque,SITUS
r9857232,Bus Navettes 103 (circulaire) : Moutier Médiathèque → Place Sainte-Bernadette → Moutier Médiathèque,103,Moutier Médiathèque,SITUS
r9857654,Bus 434 : Les Monrois → Gare de Sucy - Bonneuil,434,Gare de Sucy - Bonneuil,Marne et Seine
r9857655,Bus 434 : Gare de Sucy - Bonneuil → Les Monrois,434,Les Monrois,Marne et Seine
r9862120,Bus 3 : Gare Routière de Fontainebleau Avon → Le Bréau,3,Le Bréau,Fontainebleau - Moret
r9862121,Bus 3 : Palais de Justice → Gare routière de Fontainebleau Avon,3,Gare routière de Fontainebleau Avon,Fontainebleau - Moret
r9862122,Bus 3 : Palais de Justice → Gare Depose,3,Gare Depose,Fontainebleau - Moret
r9862621,Bus 5 : Gare Routière de Fontainebleau Avon → Les Mornois → Croix de Fer,5,Croix de Fer,Fontainebleau - Moret
r9862622,Bus 5 : Croix de Fer (Héricy) → Mallarmé → Gare Routière de Fontainebleau Avon,5,Gare Routière de Fontainebleau Avon,Fontainebleau - Moret
r9864565,Bus 204 : Collège Sisley → Route de Bourgogne,204,Route de Bourgogne,Fontainebleau - Moret
r9864566,Bus 204 : Cité Montezin → Collège Sisley,204,Collège Sisley,Fontainebleau - Moret
r9864775,Bus 202 : Lycée Uruguay → Champ de Mars,202,Champ de Mars,Fontainebleau - Moret
r9864776,Bus 202 : Lycée Uruguay → Place Kulsheim → Division Leclerc,202,Division Leclerc,Fontainebleau - Moret
r9864777,Bus 202 : Lycée Uruguay → Charmois,202,Charmois,Fontainebleau - Moret
r9864778,Bus 202 : Lycée Uruguay → Division Leclerc,202,Division Leclerc,Fontainebleau - Moret
r9864779,Bus 202 : François 1er → Mairie Ville-Saint-Jacques,202,Mairie Ville-Saint-Jacques,Fontainebleau - Moret
r9864780,Bus 202 : François 1er → Place Samois → Mairie Ville-Saint-Jacques,202,Mairie Ville-Saint-Jacques,Fontainebleau - Moret
r9864781,Bus 202 : François 1er → Montméry,202,Montméry,Fontainebleau - Moret
r9864782,Bus 202 : Champ de Mars → École Villemer,202,École Villemer,Fontainebleau - Moret
r9864783,Bus 202 : Champ de Mars → Mairie Ville-Saint-Jacques,202,Mairie Ville-Saint-Jacques,Fontainebleau - Moret
r9864784,Bus 202 : Villette → Lycée Uruguay,202,Lycée Uruguay,Fontainebleau - Moret
r9864785,Bus 202 : Rebours → Champ de Mars,202,Champ de Mars,Fontainebleau - Moret
r9864786,Bus 202 : Montméry → Stade de la Faisanderie,202,Stade de la Faisanderie,Fontainebleau - Moret
r9864787,Bus 202 : Mairie Ville-Saint-Jacques → Stade de la Faisanderie,202,Stade de la Faisanderie,Fontainebleau - Moret
r9864788,Bus 202 : Mairie Ville-Saint-Jacques → Champ de Mars,202,Champ de Mars,Fontainebleau - Moret
r9864789,Bus 202 : Collège Sisley → Lycée Uruguay,202,Lycée Uruguay,Fontainebleau - Moret
r9864790,Bus 202 : Champ de Mars → Place Samois → Lycée Uruguay,202,Lycée Uruguay,Fontainebleau - Moret
r9864791,Bus 202 : 11 Novembre → Lycée Uruguay,202,Lycée Uruguay,Fontainebleau - Moret
r9866195,Bus 95-04 : Magny-en-Vexin - Porte de Rouen → Cergy Préfecture,95-04,Cergy Préfecture,Vexin
r9866196,Bus 95-04 : Saint-Clair-sur-Epte - Bois St Clair → Cergy Préfecture,95-04,Cergy Préfecture,Vexin
r9866197,"Bus 95-04 : Cergy Préfecture → Magny-en-Vexin, Porte de Rouen",95-04,"Magny-en-Vexin, Porte de Rouen",Vexin
r9866198,Bus 95-04 : Cergy Préfecture → Saint-Clair-sur-Epte - Bois St Clair,95-04,Saint-Clair-sur-Epte - Bois St Clair,Vexin
r9866387,Bus 4323 : Lycée René Cassin → Le Domaine,4323,Le Domaine,Essonne Sud Est
r9866388,Bus 4323 : La Montagne - Lycée Belmondo → Le Domaine,4323,Le Domaine,Essonne Sud Est
r9866389,Bus 4323 : La Montagne - Lycée Belmondo → Le Domaine,4323,Le Domaine,Essonne Sud Est
r9866390,Bus 4323 : Stade → La Montagne - Lycée Belmondo,4323,La Montagne - Lycée Belmondo,Essonne Sud Est
r9866391,Bus 4323 : Le Domaine → La Montagne - Lycée Belmondo,4323,La Montagne - Lycée Belmondo,Essonne Sud Est
r9866392,Bus 4323 : Le Domaine → La Montagne - Lycée Belmondo,4323,La Montagne - Lycée Belmondo,Essonne Sud Est
r9871079,Bus Express A14 : Terminal Jules Verne → Chambourcy - Renaissance,Express A14,Renaissance (Chambourcy),Saint-Germain Boucles de Seine
r9871080,Bus Express A14 : Chambourcy - Renaissance → Terminal Jules Verne,Express A14,Terminal Jules Verne,Saint-Germain Boucles de Seine
r9873143,Bus B : Terminal Jules Verne → Bonnières - La Vallée Française,B,Bonnières - La Vallée Française,Express A14
r9873144,Bus B : Bonnières - La Vallée Française → Terminal Jules Verne,B,Terminal Jules Verne,Express A14
r9874176,Bus 44 : Gare de Bois-le-Roi (circulaire),44,Gare de Bois-le-Roi,Fontainebleau - Moret
r9874383,Bus 30B (circulaire) : Goussainville RER D -> Lycée Romain Rolland -> Goussainville RER D,30B,Goussainville RER D,Roissy Ouest
r9874384,Bus 30B (circulaire) : Goussainville RER D -> Goussainville RER D,30B,Goussainville RER D,Roissy Ouest
r9874429,Bus 1228 : Gare de Cergy Préfecture → Saint-Ouen-l'Aumône - Équerre,1228,Saint-Ouen-l'Aumône - Équerre,Cergy-Pontoise Confluence
r9874622,Bus 193 : Arcueil-Lénine → Mairie de l'Haÿ-les-Roses,193,Mairie de l'Haÿ-les-Roses,RATP
r9874623,Bus 193 : Mairie de l'Haÿ-les-Roses → Arcueil-Lénine,193,Arcueil-Lénine,RATP
r9880728,Bus Express 17 (scolaire) : Gare de Crécy-la-Chapelle SNCF → Cité Scolaire → La Halle,Express 17,La Halle,Brie et Deux Morin
r9880731,Bus Express 17 (scolaire) : Gare de Coulommiers SNCF → Cité Scolaire → Chessy Gares,Express 17,Chessy Gares,Brie et Deux Morin
r9880733,Bus Express 17 : Avenue de Rebais → Gare de Marne-la-Vallée - Chessy Sud,Express 17,Gare de Marne-la-Vallée - Chessy Sud,Brie et Deux Morin
r9881177,"Flixbus 479: Paris, Bercy Seine => Milano, Lampugnano",479,"Milano, Lampugnano",Flixbus
r9881178,"Flixbus 479: Milano, Lampugnano => Paris, Bercy Seine",479,"Paris, Bercy Seine",Flixbus
r9885375,Bus 2245 (Circulaire du matin) : Gare de Bussy-Saint-Georges,2245,Gare de Bussy-Saint-Georges,Marne-la-Vallée
r9899853,Bus 30-33 : Collège Camille Claudel → Gare de Montigny - Beauchamp,30-33,Gare de Montigny - Beauchamp,Val Parisis
r9899854,Bus 30-33 : Gare de Montigny - Beauchamp → Collège Camille Claudel,30-33,Collège Camille Claudel,Val Parisis
r9899855,Bus 30-31 : Lycée Collège (Taverny) → La Tuile (Montigny-lès-Cormeilles),30-31,La Tuile (Montigny-lès-Cormeilles),Val Parisis
r9899856,Bus 30-31 : Avenue de la Libération (Herblay) → Lycée Collège Herblay,30-31,Lycée Collège Herblay,Val Parisis
r9904975,Bus 41B : Gare de La Ferté sous Jouarre → Gare de Coulommiers,41B,Gare de Coulommiers,Brie et Deux Morin
r9904976,Bus 41B : Gare de Coulommiers → Gare de La Ferté sous Jouarre,41B,Gare de La Ferté sous Jouarre,Brie et Deux Morin
r9905065,Bus 32 : Gare de La Ferté sous Jouarre → Gare de Nanteuil - Saâcy,32,Gare de Nanteuil - Saâcy,Brie et Deux Morin
r9905066,Bus 32 : Gare de Nanteuil - Saâcy → Gare de La Ferté sous Jouarre,32,Gare de La Ferté sous Jouarre,Brie et Deux Morin
r9905091,Bus 33 : Gare de La Ferté sous Jouarre → Centre (Hondevilliers),33,Centre (Hondevilliers),Brie et Deux Morin
r9905092,Bus 33 : Centre (Hondevilliers) → Gare de La Ferté sous Jouarre,33,Gare de La Ferté sous Jouarre,Brie et Deux Morin
r9906059,Bus 95-50 : Magny-en-Vexin - Gare Routière → Saint-Ouen-l'Aumône - Lycée Edmond Rostand,95-50,Saint-Ouen-l'Aumône - Lycée Edmond Rostand,Vexin
r9906061,Bus 95-50 : Saint-Ouen-l'Aumône - Lycée Jean Perrin → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9906145,Bus 95-50 : Cergy - Lycée Saint-Christophe → Vauréal - La Bussie → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9906146,Bus 95-50 : Jouy Le Moutiers - Lycée Les Merisiers → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9906147,Bus 95-50 : Cergy-Saint-Christophe → Cergy-Le Haut → Nucourt - Wenings → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9906148,Bus 95-50 : Magny-en-Vexin - Gare Routière → Cergy - La Palette,95-50,Cergy - La Palette,Vexin
r9906149,Bus 95-50 : Magny-en-Vexin - Gare Routière → Cergy - Lycée Saint-Christophe,95-50,Cergy - Lycée Saint-Christophe,Vexin
r9906151,Bus 95-50 : Magny-en-Vexin - Gare Routière → Jouy Le Moutiers - Lycée Les Merisiers,95-50,Jouy Le Moutiers - Lycée Les Merisiers,Vexin
r9906610,Bus 95-50 : Magny-en-Vexin - Gare Routière → Pontoise - Gare Place du Général de Gaulle,95-50,Pontoise - Gare Place du Général de Gaulle,Vexin
r9912271,Bus 31 : Gare de La Ferté-sous-Jouarre → L'Ange Gardien (Chamigny) → Gare de La Ferté-sous-Jouarre,31,Gare de La Ferté-sous-Jouarre,Brie et Deux Morin
r9912278,Bus 31 : Mairie (Reuil-en-Brie) → Gare de La Ferté-sous-Jouarre,31,Gare de La Ferté-sous-Jouarre,Brie et Deux Morin
r9912299,Bus 35 : Gare de La Ferté-sous-Jouarre → Place Saint-Claude (Pierre-Levée),35,Place Saint-Claude (Pierre-Levée),Brie et Deux Morin
r9912300,Bus 35 : Place Saint-Claude (Pierre-Levée) → Gare de La Ferté-sous-Jouarre,35,Gare de La Ferté-sous-Jouarre,Brie et Deux Morin
r9919052,Bus 49 : circulaire de la gare de La Ferté-sous-Jouarre via Jouarre,49,Gare de La Ferté-sous-Jouarre via Jouarre,Brie et Deux Morin
r9921354,Bus 95-50 : Cergy-Saint-Christophe → Cergy-Le Haut → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9922353,Bus 95-50 : Magny-en-Vexin - Gare Routière → Osny - Lycée Paul Emile Victor,95-50,"Osny, Lycée Paul Emile Victor",Vexin
r9923333,Bus 95-50 : Pontoise - Gare Place du Général de Gaulle → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9923399,Bus 40 : Z.I. Le Hainault (Sept-Sorts) → Gare de La Ferté-sous-Jouarre,40,Gare de La Ferté-sous-Jouarre,Brie et Deux Morin
r9923400,Bus 40 : Gare de La Ferté-sous-Jouarre → Z.I. Le Hainault (Sept-Sorts),40,Z.I. Le Hainault (Sept-Sorts),Brie et Deux Morin
r9923457,Bus 48 : Villaré Château d'Eau (Citry) → Gare de Nanteuil Saacy (Saâcy-sur-Marne),48,Gare de Nanteuil Saacy (Saâcy-sur-Marne),Brie et Deux Morin
r9923458,Bus 48 : Gare de Nanteuil Saacy (Saâcy-sur-Marne) → Villaré Château d'Eau (Citry),48,Villaré Château d'Eau (Citry),Brie et Deux Morin
r9923978,Bus 95-50 : Cergy - La Palette → Cergy - Lycée Saint-Christophe → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9924004,"Bus 95-50 : Cergy-Saint-Christophe → Cergy, Le Haut → Magny-en-Vexin - Porte de Rouen",95-50,Magny-en-Vexin - Porte de Rouen,Vexin
r9924093,bus 23 : Château du Vignois (Armentières-en-Brie) → Gare d'Isles Armentieres Congis (Isles-les-Meldeuses),23,Gare d'Isles Armentieres Congis (Isles-les-Meldeuses),Meaux et Ourcq
r9924094,bus 23 : Gare d'Isles Armentieres Congis (Isles-les-Meldeuses) → Château du Vignois (Armentières-en-Brie),23,Château du Vignois (Armentières-en-Brie),Meaux et Ourcq
r9924116,bus 61 : Torchamps / Centre (Jaignes) → Gare de Changis Saint-Jean (Changis-sur-Marne),61,Gare de Changis Saint-Jean (Changis-sur-Marne),Meaux et Ourcq
r9924117,bus 61 : Gare de Changis Saint-Jean (Changis-sur-Marne) → Torchamps / Centre (Jaignes),61,Torchamps / Centre (Jaignes),Meaux et Ourcq
r9924119,Bus 95-49 : Magny-en-Vexin - Gare Routière → Saint-Gervais - Petit,95-49,Saint-Gervais - Petit,Vexin
r9924120,Bus 95-49 : Magny-en-Vexin - Gare Routière → Saint-Clair-sur-Epte - Breuil → Buhy - Clos Minet,95-49,Buhy - Clos Minet,Vexin
r9924317,Bus 95-50 : Cergy - Lycée Saint-Christophe → Banthelu - Église → Magny-en-Vexin - Gare Routière,95-50,Magny-en-Vexin - Gare Routière,Vexin
r9926815,Bus 40 : Poste(May-en-Multien) → Collège Camille Saint-Saëns(Lizy-sur-Ourcq),40,Gare de Lizy-sur-Ourcq,Meaux et Ourcq
r9926816,Bus 40 : Collège Camille Saint-Saëns(Lizy-sur-Ourcq) → Poste (May-en-Multien),40,Poste (May-en-Multien),Meaux et Ourcq
r9926921,bus 41 : Chaton Place (Vendrest) → Gare de Lizy sur Ourcq (Lizy-sur-Ourcq),41,Gare de Lizy sur Ourcq (Lizy-sur-Ourcq),Meaux et Ourcq
r9926922,bus 41 : Gare de Lizy sur Ourcq (Lizy-sur-Ourcq) → Chaton Place (Vendrest),41,Chaton Place (Vendrest),Meaux et Ourcq
r9927794,Bus 42 : Chambardy (Dhuisy) → Gare de Lizy-sur-Ourcq,42,Gare de Lizy-sur-Ourcq,Meaux et Ourcq
r9927795,Bus 42 : Gare de Lizy-sur-Ourcq → Chambardy (Dhuisy),42,Chambardy (Dhuisy),Meaux et Ourcq
r9927826,bus 54bis : Gare de Crouy sur Ourcq → La Chaussée (Crouy-sur-Ourcq),54bis,La Chaussée (Crouy-sur-Ourcq),Meaux et Ourcq
r9927827,bus 54bis : La Chaussée (Crouy-sur-Ourcq) → Gare de Crouy sur Ourcq,54bis,Gare de Crouy sur Ourcq,Meaux et Ourcq
r9928036,Bus R : Gare de Meaux (Meaux) → Guillaume Apollinaire(Lizy-sur-Ourcq),R,Guillaume Apollinaire(Lizy-sur-Ourcq),Meaux et Ourcq
r9928037,Bus R : Guillaume Apollinaire(Lizy-sur-Ourcq) → Gare de Meaux (Meaux),R,Gare de Meaux (Meaux),Meaux et Ourcq
r9939269,Bus 18 : Gare routière de Crécy-la-Chapelle → Henri IV / Cinéma (Meaux),18,Henri IV / Cinéma (Meaux),Brie et Deux Morin
r9939270,Bus 18 : Henri IV / Cinéma (Meaux) → Gare de Crécy-la-Chapelle,18,Gare de Crécy-la-Chapelle,Brie et Deux Morin
r9941721,Bus 21 : Centre (Villemareuil) → Gallieni (Nanteuil-lès-Meaux),21,Gallieni (Nanteuil-lès-Meaux),Meaux et Ourcq
r9941722,Bus 21 : Gallieni (Nanteuil-lès-Meaux) → Centre (Villemareuil),21,Centre (Villemareuil),Meaux et Ourcq
r9941796,Bus 71 : Mairie (Coulommes) → Gare de Crécy-la-Chapelle,71,Gare de Crécy-la-Chapelle,Brie et Deux Morin
r9941797,Bus 71 : Gare de Crécy-la-Chapelle → La Chapelle / Château (Crécy-la-Chapelle),71,La Chapelle / Château (Crécy-la-Chapelle),Brie et Deux Morin
r9942241,Bus 95-48 : Magny-en-Vexin - Gare Routière → Saint-Gervais - Archemont → Bray et Lû - Place du 19 Mai 1962,95-48,Bray et Lû - Place du 19 Mai 1962,Vexin
r9942269,Bus 95-49 : Magny-en-Vexin - Gare Routière → Bray et Lû - Place du 19 Mai 1962,95-49,Bray et Lû - Place du 19 Mai 1962,Vexin
r9943354,Bus 95-49 : Buhy - Buchet → Buhy - Clos Minet → Magny-en-Vexin - Gare Routière,95-49,Magny-en-Vexin - Gare Routière,Vexin
r9943733,bus 70 : Église (La Haute-Maison) → Collège (Saint-Germain-sur-Morin),70,Collège (Saint-Germain-sur-Morin),Brie et Deux Morin
r9943734,bus 70 : Collège (Saint-Germain-sur-Morin) → Église (La Haute-Maison),70,Église (La Haute-Maison),Brie et Deux Morin
r9945245,Bus 1 (Circulaire) Marché : Gare de Sainte-Geneviève des Bois -> Gare de Sainte-Geneviève des Bois,1,Gare de Sainte-Geneviève des Bois,Cœur d'Essonne
r9946368,Bus 2110 : Centre de Villeroy → Gare de Dammartin Juilly Saint-Mard (Saint-Mard),2110,Gare de Dammartin Juilly Saint-Mard (Saint-Mard),Roissy Est
r9946369,Bus 2110 : Gare de Dammartin Juilly Saint-Mard (Saint-Mard) → Centre de Villeroy,2110,Centre de Villeroy,Roissy Est
r9946407,Bus 2107 : Brabant (Dammartin-en-Goële) → Gare de Dammartin Juilly Saint-Mard,2107,Gare de Dammartin Juilly Saint-Mard,Roissy Est
