stop_id,line_id,route_id,osm:ref:FR:STIF,osm:ref:FR:STIF:ExternalCode_Line,lat,lon,name,code,destination
StopPoint:node:2011132809,Line:relation:9353394,100100059:59,28702,100100059:59,48.823803299999994,2.297646,Jean Jaurès - Jean Bleuzen,59,Place d'Italie
StopPoint:node:2077032450,Line:relation:9353394,100100059:59,25297,100100059:59,48.8364135,2.3508066999999997,Les Gobelins,59,Place d'Italie
StopPoint:node:2077165362,Line:relation:9353394,100100059:59,25293,100100059:59,48.8349013,2.3455372,Glacière - Arago,59,Place d'Italie
StopPoint:node:2077165368,Line:relation:9353394,100100059:59,25328,100100059:59,48.8354356,2.3477465,Pascal,59,Place d'Italie
StopPoint:node:438054332,Line:relation:9353394,100100059:59,36944,100100059:59,48.8323872,2.3547941,Place d'Italie - Mairie du 13e,59,Place d'Italie
StopPoint:node:571720053,Line:relation:9353394,100100059:59,460489,100100059:59,48.827329899999995,2.3050574999999998,Porte de Vanves,59,Place d'Italie
StopPoint:node:5905122801,Line:relation:9353394,100100059:59,19707,100100059:59,48.816320399999995,2.2800787,Stade de Vanves,59,Place d'Italie
StopPoint:node:5905123634,Line:relation:9353394,100100059:59,477817,100100059:59,48.820690299999995,2.2916678999999998,Insurrection - Bleuzen,59,Place d'Italie
StopPoint:node:5905125010,Line:relation:9353394,100100059:59,477809,100100059:59,48.817488399999995,2.2830898,Rue de Châtillon,59,Place d'Italie
StopPoint:node:5979568505,Line:relation:9353394,100100059:59,25742,100100059:59,48.8340068,2.3536532,Banquier,59,Place d'Italie
StopPoint:node:6171190790,Line:relation:9353394,100100059:59,41261,100100059:59,48.831872999999995,2.3561327,Place d'Italie,59,Place d'Italie
StopPoint:node:6292610242,Line:relation:9353394,100100059:59,28239,100100059:59,48.833793,2.317941,Pernety,59,Place d'Italie
StopPoint:node:6301745231,Line:relation:9353394,100100059:59,463780,100100059:59,48.82517,2.301024,Adolphe Pinard,59,Place d'Italie
StopPoint:node:6301759196,Line:relation:9353394,100100059:59,464027,100100059:59,48.8297069,2.3097686,Hôpital Saint-- Joseph,59,Place d'Italie
StopPoint:node:6301774010,Line:relation:9353394,100100059:59,464023,100100059:59,48.8345413,2.3363465,Arago - Saint-Jacques,59,Place d'Italie
StopPoint:node:6301774686,Line:relation:9353394,100100059:59,464020,100100059:59,48.8347537,2.3422036999999998,Arago - Santé,59,Place d'Italie
StopPoint:node:6421797482,Line:relation:9353394,100100059:59,464031,100100059:59,48.8187241,2.2866972,Diderot,59,Place d'Italie
StopPoint:node:6430488198,Line:relation:9353394,100100059:59,463790,100100059:59,48.8334458,2.3323896,Denfert-Rochereau,59,Place d'Italie
StopPoint:node:6430488200,Line:relation:9353394,100100059:59,464024,100100059:59,48.8327106,2.3158749999999997,Losserand - Gergovie,59,Place d'Italie
StopPoint:node:6430488202,Line:relation:9353394,100100059:59,464030,100100059:59,48.8154682,2.2768618,Clos Montholon - Larmeroux,59,Place d'Italie
StopPoint:node:6653701250,Line:relation:9353394,100100059:59,40408,100100059:59,48.814745099999996,2.2728474,Gare de Clamart,59,Place d'Italie
StopPoint:node:765981209,Line:relation:9353394,100100059:59,26612,100100059:59,48.836479999999995,2.3227216,Losserand - Maine,59,Place d'Italie
StopPoint:node:983637947,Line:relation:9353394,100100059:59,29972,100100059:59,48.8341455,2.3307786,Denfert-Rochereau - Froidevaux,59,Place d'Italie
StopPoint:node:983637958,Line:relation:9353394,100100059:59,461387,100100059:59,48.8361574,2.3270104,Froidevaux - Gassendi,59,Place d'Italie
StopPoint:node:1507750610,Line:relation:1257122,100100060:60,36683,100100060:60,48.890763899999996,2.3819888,Canal de l'Ourcq,60,Gambetta - Japon
StopPoint:node:1577467553,Line:relation:1257122,100100060:60,26285,100100060:60,48.870564099999996,2.39928,Menilmontant - Pelleport,60,Gambetta - Japon
StopPoint:node:1577467573,Line:relation:1257122,100100060:60,36676,100100060:60,48.8680313,2.4011123,Pelleport - Gambetta,60,Gambetta - Japon
StopPoint:node:1658007202,Line:relation:1257122,100100060:60,36667,100100060:60,48.891369499999996,2.350257,Marcadet - Poissonniers,60,Gambetta - Japon
StopPoint:node:1896375681,Line:relation:1257122,100100060:60,27480,100100060:60,48.893430099999996,2.3373684999999997,Damrémont - Ordener,60,Gambetta - Japon
StopPoint:node:2042462327,Line:relation:1257122,100100060:60,26270,100100060:60,48.8824695,2.3860942,Manin,60,Gambetta - Japon
StopPoint:node:2042462339,Line:relation:1257122,100100060:60,36680,100100060:60,48.8845032,2.379823,Laumière,60,Gambetta - Japon
StopPoint:node:2042462377,Line:relation:1257122,100100060:60,27484,100100060:60,48.8905179,2.3549233,Pont Marcadet,60,Gambetta - Japon
StopPoint:node:2042462383,Line:relation:1257122,100100060:60,27486,100100060:60,48.8929178,2.3410633,Duhesme - Le Ruisseau,60,Gambetta - Japon
StopPoint:node:2042462386,Line:relation:1257122,100100060:60,23486,100100060:60,48.8943375,2.3661626,Tristan Tzara,60,Gambetta - Japon
StopPoint:node:2078906757,Line:relation:1257122,100100060:60,27469,100100060:60,48.8922647,2.345409,Mairie du 18e - Jules Joffrin,60,Gambetta - Japon
StopPoint:node:2281243446,Line:relation:1257122,100100060:60,39802,100100060:60,48.8906554,2.3600336,Ordener - Marx Dormoy,60,Gambetta - Japon
StopPoint:node:2319381297,Line:relation:1257122,100100060:60,40770,100100060:60,48.8917023,2.3614601,Place de Torcy,60,Gambetta - Japon
StopPoint:node:2327643395,Line:relation:1257122,100100060:60,23489,100100060:60,48.893422799999996,2.3640252999999998,Place Hébert,60,Gambetta - Japon
StopPoint:node:2327643422,Line:relation:1257122,100100060:60,23485,100100060:60,48.895195199999996,2.3694595,Évangile - Aubervilliers,60,Gambetta - Japon
StopPoint:node:2905104533,Line:relation:1257122,100100060:60,39811,100100060:60,48.9002932,2.332475,Porte de Montmartre,60,Gambetta - Japon
StopPoint:node:3894200304,Line:relation:1257122,100100060:60,420582,100100060:60,48.8959863,2.3788244,Rosa Parks - Curial,60,Gambetta - Japon
StopPoint:node:4318054062,Line:relation:1257122,100100060:60,26268,100100060:60,48.8824135,2.3826149,Armand Carrel - Mairie du 19e,60,Gambetta - Japon
StopPoint:node:4747349722,Line:relation:1257122,100100060:60,463707,100100060:60,48.8654389,2.3996519999999997,Gambetta - Japon,60,Gambetta - Japon
StopPoint:node:4851329621,Line:relation:1257122,100100060:60,420578,100100060:60,48.8961526,2.3751386,Rosa Parks,60,Gambetta - Japon
StopPoint:node:4853845974,Line:relation:1257122,100100060:60,36686,100100060:60,48.887338899999996,2.384575,Ourcq - Jean Jaurès,60,Gambetta - Japon
StopPoint:node:5142458113,Line:relation:1257122,100100060:60,463788,100100060:60,48.87493,2.3978466,Pelleport - Belleville,60,Gambetta - Japon
StopPoint:node:5150429492,Line:relation:1257122,100100060:60,36688,100100060:60,48.8920648,2.3795325,Flandre,60,Gambetta - Japon
StopPoint:node:589386016,Line:relation:1257122,100100060:60,26274,100100060:60,48.876910699999996,2.3925209,Place des Fêtes,60,Gambetta - Japon
StopPoint:node:589397552,Line:relation:1257122,100100060:60,36687,100100060:60,48.87558,2.3949365,Pixérécourt,60,Gambetta - Japon
StopPoint:node:5979563872,Line:relation:1257122,100100060:60,26284,100100060:60,48.8858597,2.3818430999999998,Jean Jaurès - Lorraine,60,Gambetta - Japon
StopPoint:node:6296272094,Line:relation:1257122,100100060:60,35829,100100060:60,48.894277699999996,2.3812054,Flandre - Alphonse Karr,60,Gambetta - Japon
StopPoint:node:6303039610,Line:relation:1257122,100100060:60,463709,100100060:60,48.895293099999996,2.3823564,Corentin Cariou,60,Gambetta - Japon
StopPoint:node:6468338135,Line:relation:1257122,100100060:60,463787,100100060:60,48.872591299999996,2.3978166,Borrégo,60,Gambetta - Japon
StopPoint:node:701533581,Line:relation:1257122,100100060:60,26262,100100060:60,48.8792548,2.389757,Botzaris,60,Gambetta - Japon
StopPoint:node:974091288,Line:relation:1257122,100100060:60,27481,100100060:60,48.8962803,2.3381398,Poteau - Belliard,60,Gambetta - Japon
StopPoint:node:974091307,Line:relation:1257122,100100060:60,39723,100100060:60,48.8993452,2.3360266,René Binet,60,Gambetta - Japon
StopPoint:node:974091355,Line:relation:1257122,100100060:60,40777,100100060:60,48.8949691,2.3372298,Damrémont - Championnet,60,Gambetta - Japon
StopPoint:node:974091499,Line:relation:1257122,100100060:60,22753,100100060:60,48.898076599999996,2.3371132,Angélique Compoint,60,Gambetta - Japon
StopPoint:node:1507750607,Line:relation:1257122,100100060:60,36675,100100060:60,48.8897318,2.3833349,Canal de l'Ourcq,60,Porte de Montmartre
StopPoint:node:1577467570,Line:relation:1257122,100100060:60,36671,100100060:60,48.8729885,2.3979646999999997,Borrégo,60,Porte de Montmartre
StopPoint:node:1577467588,Line:relation:1257122,100100060:60,36677,100100060:60,48.8689014,2.4009777999999997,Pelleport - Gambetta,60,Porte de Montmartre
StopPoint:node:1577467608,Line:relation:1257122,100100060:60,36673,100100060:60,48.871216999999994,2.3989347,Menilmontant - Pelleport,60,Porte de Montmartre
StopPoint:node:2042462338,Line:relation:1257122,100100060:60,36672,100100060:60,48.884471,2.3800345,Laumière,60,Porte de Montmartre
StopPoint:node:2042462378,Line:relation:1257122,100100060:60,36679,100100060:60,48.8906424,2.3549067,Pont Marcadet,60,Porte de Montmartre
StopPoint:node:2042462384,Line:relation:1257122,100100060:60,27483,100100060:60,48.893228199999996,2.3397473,Duhesme - Le Ruisseau,60,Porte de Montmartre
StopPoint:node:2042462385,Line:relation:1257122,100100060:60,23483,100100060:60,48.894260599999996,2.3656734,Tristan Tzara,60,Porte de Montmartre
StopPoint:node:2078906761,Line:relation:1257122,100100060:60,27468,100100060:60,48.8925577,2.3445771,Mairie du 18e - Jules Joffrin,60,Porte de Montmartre
StopPoint:node:2207102106,Line:relation:1257122,100100060:60,36296,100100060:60,48.8656376,2.3992568,Gambetta - Mairie du 20e,60,Porte de Montmartre
StopPoint:node:2281243444,Line:relation:1257122,100100060:60,36674,100100060:60,48.8903375,2.3590926,Ordener - Marx Dormoy,60,Porte de Montmartre
StopPoint:node:2319381292,Line:relation:1257122,100100060:60,23492,100100060:60,48.891423599999996,2.3611828999999998,Place de Torcy,60,Porte de Montmartre
StopPoint:node:2327643391,Line:relation:1257122,100100060:60,9137,100100060:60,48.8929391,2.3630611,Place Hébert,60,Porte de Montmartre
StopPoint:node:2327643417,Line:relation:1257122,100100060:60,23487,100100060:60,48.8956107,2.3706513,Évangile - Aubervilliers,60,Porte de Montmartre
StopPoint:node:2494555640,Line:relation:1257122,100100060:60,36666,100100060:60,48.8914951,2.3502715,Marcadet - Poissonniers,60,Porte de Montmartre
StopPoint:node:2494555644,Line:relation:1257122,100100060:60,22247,100100060:60,48.9005241,2.3349504,Porte de Montmartre,60,Porte de Montmartre
StopPoint:node:2905104536,Line:relation:1257122,100100060:60,419000,100100060:60,48.8994357,2.3362588,René Binet,60,Porte de Montmartre
StopPoint:node:2958494953,Line:relation:1257122,100100060:60,26269,100100060:60,48.8793714,2.3898544,Botzaris,60,Porte de Montmartre
StopPoint:node:4294770466,Line:relation:1257122,100100060:60,36685,100100060:60,48.8873636,2.3847072,Ourcq - Jean Jaurès,60,Porte de Montmartre
StopPoint:node:4328377270,Line:relation:1257122,100100060:60,23490,100100060:60,48.8928717,2.3781811,Flandre,60,Porte de Montmartre
StopPoint:node:4747349722,Line:relation:1257122,100100060:60,463707,100100060:60,48.8654389,2.3996519999999997,Gambetta - Japon,60,Porte de Montmartre
StopPoint:node:4839206605,Line:relation:1257122,100100060:60,26266,100100060:60,48.8827165,2.3859635999999997,Manin,60,Porte de Montmartre
StopPoint:node:4851333521,Line:relation:1257122,100100060:60,427757,100100060:60,48.895945,2.3737231999999997,Rosa Parks,60,Porte de Montmartre
StopPoint:node:4920961473,Line:relation:1257122,100100060:60,22501,100100060:60,48.882463,2.382212,Armand Carrel - Mairie du 19e,60,Porte de Montmartre
StopPoint:node:5154910029,Line:relation:1257122,100100060:60,27482,100100060:60,48.8754843,2.3973873,Pelleport - Belleville,60,Porte de Montmartre
StopPoint:node:589365381,Line:relation:1257122,100100060:60,26272,100100060:60,48.8775749,2.3941613999999998,Place des Fêtes,60,Porte de Montmartre
StopPoint:node:589397548,Line:relation:1257122,100100060:60,36678,100100060:60,48.8756031,2.3951576,Pixérécourt,60,Porte de Montmartre
StopPoint:node:5979563871,Line:relation:1257122,100100060:60,418999,100100060:60,48.8859796,2.3825534,Jean Jaurès - Lorraine,60,Porte de Montmartre
StopPoint:node:6303052596,Line:relation:1257122,100100060:60,463706,100100060:60,48.8954313,2.3790621,Cambrai - Curial,60,Porte de Montmartre
StopPoint:node:974091292,Line:relation:1257122,100100060:60,29282,100100060:60,48.8957201,2.3379375,Damrémont - Championnet,60,Porte de Montmartre
StopPoint:node:974091305,Line:relation:1257122,100100060:60,27025,100100060:60,48.8983007,2.337119,Angélique Compoint,60,Porte de Montmartre
StopPoint:node:974091319,Line:relation:1257122,100100060:60,27485,100100060:60,48.8969551,2.3383694999999998,Poteau - Belliard,60,Porte de Montmartre
StopPoint:node:974091335,Line:relation:1257122,100100060:60,29283,100100060:60,48.893930399999995,2.3366547,Damrémont - Ordener,60,Porte de Montmartre
StopPoint:node:1307259192,Line:relation:255442,100100061:61,26294,100100061:61,48.8577899,2.3809996,Voltaire - Léon Blum,61,Pantin — Église de Pantin
StopPoint:node:1763424944,Line:relation:255442,100100061:61,22337,100100061:61,48.893660999999994,2.4133331,Église de Pantin-Métro,61,Pantin — Église de Pantin
StopPoint:node:2042462123,Line:relation:255442,100100061:61,22496,100100061:61,48.852958799999996,2.3772154999999997,Charonne - Keller,61,Pantin — Église de Pantin
StopPoint:node:2042462251,Line:relation:255442,100100061:61,30115,100100061:61,48.871363599999995,2.4041582,Saint-Fargeau,61,Pantin — Église de Pantin
StopPoint:node:2044026793,Line:relation:255442,100100061:61,9131,100100061:61,48.8329084,2.3624807999999997,Nationale,61,Pantin — Église de Pantin
StopPoint:node:2204791700,Line:relation:255442,100100061:61,40053,100100061:61,48.8687511,2.4018821,Pelleport - Gambetta,61,Pantin — Église de Pantin
StopPoint:node:2206863580,Line:relation:255442,100100061:61,26267,100100061:61,48.878839299999996,2.4090304,René Fonck,61,Pantin — Église de Pantin
StopPoint:node:2207102106,Line:relation:255442,100100061:61,36296,100100061:61,48.8656376,2.3992568,Gambetta - Mairie du 20e,61,Pantin — Église de Pantin
StopPoint:node:2207102148,Line:relation:255442,100100061:61,26098,100100061:61,48.864897899999995,2.3970262,Gambetta,61,Pantin — Église de Pantin
StopPoint:node:260743999,Line:relation:255442,100100061:61,36168,100100061:61,48.8453126,2.3695255,Quai de la Rapée,61,Pantin — Église de Pantin
StopPoint:node:4320825009,Line:relation:255442,100100061:61,30123,100100061:61,48.887522499999996,2.4084414,Cimetière du Pré-Saint-Gervais,61,Pantin — Église de Pantin
StopPoint:node:4320908890,Line:relation:255442,100100061:61,30118,100100061:61,48.8934068,2.4182265999999997,Manufacture des Tabacs,61,Pantin — Église de Pantin
StopPoint:node:4321809848,Line:relation:255442,100100061:61,28257,100100061:61,48.8891463,2.4172577,Charles Auray,61,Pantin — Église de Pantin
StopPoint:node:4322198601,Line:relation:255442,100100061:61,30127,100100061:61,48.8824514,2.4094588999999997,Place Séverine,61,Pantin — Église de Pantin
StopPoint:node:4326671244,Line:relation:255442,100100061:61,35140,100100061:61,48.8898197,2.4196762,Cécile Faguet,61,Pantin — Église de Pantin
StopPoint:node:4972678490,Line:relation:255442,100100061:61,30124,100100061:61,48.880812,2.408503,Jean Jaurès-Belvedère,61,Pantin — Église de Pantin
StopPoint:node:4973153355,Line:relation:255442,100100061:61,30120,100100061:61,48.889103399999996,2.4105254,Paul Bert - Cimetière,61,Pantin — Église de Pantin
StopPoint:node:4973153358,Line:relation:255442,100100061:61,30121,100100061:61,48.884867799999995,2.4078136999999997,Jean Jaurès,61,Pantin — Église de Pantin
StopPoint:node:5979563856,Line:relation:255442,100100061:61,26301,100100061:61,48.8648282,2.3954025,Martin Nadaud,61,Pantin — Église de Pantin
StopPoint:node:5979563857,Line:relation:255442,100100061:61,26297,100100061:61,48.863969,2.3920038,Mûriers,61,Pantin — Église de Pantin
StopPoint:node:5979563858,Line:relation:255442,100100061:61,463622,100100061:61,48.862432999999996,2.3878304999999997,Père Lachaise,61,Pantin — Église de Pantin
StopPoint:node:5979563859,Line:relation:255442,100100061:61,22497,100100061:61,48.8602199,2.3889659,Roquette - Père Lachaise,61,Pantin — Église de Pantin
StopPoint:node:5979563860,Line:relation:255442,100100061:61,26312,100100061:61,48.8587825,2.3849198,Saint-Maur - Servan,61,Pantin — Église de Pantin
StopPoint:node:5979563861,Line:relation:255442,100100061:61,26672,100100061:61,48.855325699999995,2.3785851,Basfroi,61,Pantin — Église de Pantin
StopPoint:node:5979563862,Line:relation:255442,100100061:61,22495,100100061:61,48.851741399999995,2.3765111,Ledru-Rollin - Faubourg Saint-Antoine,61,Pantin — Église de Pantin
StopPoint:node:5979566384,Line:relation:255442,100100061:61,39397,100100061:61,48.8484802,2.3730845,Daumesnil - Ledru-Rollin,61,Pantin — Église de Pantin
StopPoint:node:5979568550,Line:relation:255442,100100061:61,36281,100100061:61,48.8458477,2.3737852999999998,Gare de Lyon - Diderot,61,Pantin — Église de Pantin
StopPoint:node:630397895,Line:relation:255442,100100061:61,10077,100100061:61,48.831934999999994,2.3596079999999997,Les Alpes,61,Pantin — Église de Pantin
StopPoint:node:6314495828,Line:relation:255442,100100061:61,463681,100100061:61,48.836828,2.3729476,Quai de la Gare,61,Pantin — Église de Pantin
StopPoint:node:6314495828,Line:relation:255442,100100061:61,478391,100100061:61,48.836828,2.3729476,Quai de la Gare,61,Pantin — Église de Pantin
StopPoint:node:6360833595,Line:relation:255442,100100061:61,463815,100100061:61,48.834781799999995,2.3681571,Chevaleret,61,Pantin — Église de Pantin
StopPoint:node:6360833596,Line:relation:255442,100100061:61,463816,100100061:61,48.8390427,2.3719991,Quai d'Austerlitz,61,Pantin — Église de Pantin
StopPoint:node:6360833599,Line:relation:255442,100100061:61,463814,100100061:61,48.840587,2.3699007,Cité de la Mode et du Design,61,Pantin — Église de Pantin
StopPoint:node:6360844616,Line:relation:255442,100100061:61,463812,100100061:61,48.8436546,2.3656593999999997,Gare d'Austerlitz - Cour Seine,61,Pantin — Église de Pantin
StopPoint:node:6361100735,Line:relation:255442,100100061:61,463805,100100061:61,48.877621999999995,2.409926,Docteur Gley,61,Pantin — Église de Pantin
StopPoint:node:6361100737,Line:relation:255442,100100061:61,463809,100100061:61,48.8732178,2.4099662,Fougères,61,Pantin — Église de Pantin
StopPoint:node:6361100739,Line:relation:255442,100100061:61,463813,100100061:61,48.872599,2.40778,Adrienne Bolland,61,Pantin — Église de Pantin
StopPoint:node:6361113649,Line:relation:255442,100100061:61,463806,100100061:61,48.8754857,2.4127262,Frères Flavien,61,Pantin — Église de Pantin
StopPoint:node:6434139873,Line:relation:255442,100100061:61,463772,100100061:61,48.8316745,2.3563821,Place d'Italie,61,Pantin — Église de Pantin
StopPoint:node:981167529,Line:relation:255442,100100061:61,29811,100100061:61,48.831322,2.3577518,Place d'Italie - Auriol,61,Pantin — Église de Pantin
StopPoint:node:1307259247,Line:relation:255442,100100061:61,26310,100100061:61,48.8579211,2.3807971,Voltaire - Léon Blum,61,Place d'Italie
StopPoint:node:1577467573,Line:relation:255442,100100061:61,36676,100100061:61,48.8680313,2.4011123,Pelleport - Gambetta,61,Place d'Italie
StopPoint:node:2042462161,Line:relation:255442,100100061:61,41807,100100061:61,48.8542833,2.3777285,Charonne - Keller,61,Place d'Italie
StopPoint:node:2042462231,Line:relation:255442,100100061:61,22735,100100061:61,48.8657714,2.3991289,Gambetta - Mairie du 20e,61,Place d'Italie
StopPoint:node:2042462307,Line:relation:255442,100100061:61,39460,100100061:61,48.8777171,2.4091603,Porte des Lilas-Métro,61,Place d'Italie
StopPoint:node:2044026798,Line:relation:255442,100100061:61,25745,100100061:61,48.8329489,2.3623282,Nationale,61,Place d'Italie
StopPoint:node:2206863572,Line:relation:255442,100100061:61,26265,100100061:61,48.8785387,2.4090236,René Fonck,61,Place d'Italie
StopPoint:node:429573213,Line:relation:255442,100100061:61,9516,100100061:61,48.8315068,2.3571942999999997,Place d'Italie - Auriol,61,Place d'Italie
StopPoint:node:4324819319,Line:relation:255442,100100061:61,30116,100100061:61,48.889212799999996,2.4147754999999997,Candale - Stade de la Seigneurie,61,Place d'Italie
StopPoint:node:4338797740,Line:relation:255442,100100061:61,37362,100100061:61,48.8906293,2.4163679,Charles Auray,61,Place d'Italie
StopPoint:node:4370956201,Line:relation:255442,100100061:61,37361,100100061:61,48.892894899999995,2.4164488,Manufacture des Tabacs,61,Place d'Italie
StopPoint:node:4372091070,Line:relation:255442,100100061:61,30119,100100061:61,48.893822,2.4141995,Église de Pantin-Métro,61,Place d'Italie
StopPoint:node:4892478878,Line:relation:255442,100100061:61,30126,100100061:61,48.882423499999994,2.4083912,Place Séverine,61,Place d'Italie
StopPoint:node:4946198006,Line:relation:255442,100100061:61,30117,100100061:61,48.8891482,2.4098033,Paul Bert - Cimetière,61,Place d'Italie
StopPoint:node:4946444659,Line:relation:255442,100100061:61,30122,100100061:61,48.8808989,2.4082817999999997,Jean Jaurès-Belvedère,61,Place d'Italie
StopPoint:node:4946444661,Line:relation:255442,100100061:61,30125,100100061:61,48.885022,2.4076073,Jean Jaurès,61,Place d'Italie
StopPoint:node:4946444663,Line:relation:255442,100100061:61,30128,100100061:61,48.8874174,2.4081972,Cimetière du Pré-Saint-Gervais,61,Place d'Italie
StopPoint:node:5297934233,Line:relation:255442,100100061:61,9385,100100061:61,48.8649965,2.3977028,Gambetta,61,Place d'Italie
StopPoint:node:5297934233,Line:relation:255442,100100061:61,463777,100100061:61,48.8649965,2.3977028,Gambetta,61,Place d'Italie
StopPoint:node:5979563855,Line:relation:255442,100100061:61,22498,100100061:61,48.8509731,2.3756724,Ledru-Rollin - Faubourg Saint-Antoine,61,Place d'Italie
StopPoint:node:5979563863,Line:relation:255442,100100061:61,39750,100100061:61,48.8488943,2.3728278,Daumesnil - Ledru-Rollin,61,Place d'Italie
StopPoint:node:5979563864,Line:relation:255442,100100061:61,26673,100100061:61,48.856131999999995,2.378831,Basfroi,61,Place d'Italie
StopPoint:node:5979563865,Line:relation:255442,100100061:61,26291,100100061:61,48.8589349,2.3849069,Saint-Maur - Servan,61,Place d'Italie
StopPoint:node:5979563866,Line:relation:255442,100100061:61,26288,100100061:61,48.8599198,2.3864573,Roquette - Père Lachaise,61,Place d'Italie
StopPoint:node:5979563867,Line:relation:255442,100100061:61,26303,100100061:61,48.8619595,2.3853438,Folie Regnault - Chemin Vert,61,Place d'Italie
StopPoint:node:5979563868,Line:relation:255442,100100061:61,8430,100100061:61,48.8631714,2.38822,Auguste Métivier,61,Place d'Italie
StopPoint:node:5979563869,Line:relation:255442,100100061:61,8429,100100061:61,48.864273999999995,2.3927068,Mûriers,61,Place d'Italie
StopPoint:node:5979563870,Line:relation:255442,100100061:61,420037,100100061:61,48.864827299999995,2.3948693999999997,Martin Nadaud,61,Place d'Italie
StopPoint:node:5979568523,Line:relation:255442,100100061:61,36167,100100061:61,48.845388899999996,2.3687587,Quai de la Rapée,61,Place d'Italie
StopPoint:node:6314495829,Line:relation:255442,100100061:61,463524,100100061:61,48.837381099999995,2.3730656,Quai de la Gare,61,Place d'Italie
StopPoint:node:6360833594,Line:relation:255442,100100061:61,463773,100100061:61,48.835274399999996,2.3684531,Chevaleret,61,Place d'Italie
StopPoint:node:6360833597,Line:relation:255442,100100061:61,463774,100100061:61,48.838739999999994,2.3720919,Quai d'Austerlitz,61,Place d'Italie
StopPoint:node:6360833600,Line:relation:255442,100100061:61,463793,100100061:61,48.8405397,2.3696284999999997,Cité de la Mode et du Design,61,Place d'Italie
StopPoint:node:6361100736,Line:relation:255442,100100061:61,463803,100100061:61,48.8730306,2.4102707,Fougères,61,Place d'Italie
StopPoint:node:6361113644,Line:relation:255442,100100061:61,463797,100100061:61,48.8686661,2.403607,Lefevre - Surmelin,61,Place d'Italie
StopPoint:node:6361113645,Line:relation:255442,100100061:61,463794,100100061:61,48.870101,2.40704,Surmelin - Darcy,61,Place d'Italie
StopPoint:node:6361113646,Line:relation:255442,100100061:61,463800,100100061:61,48.8706889,2.4093258,Menilmontant - Mortier,61,Place d'Italie
StopPoint:node:6361113647,Line:relation:255442,100100061:61,463810,100100061:61,48.871717,2.4105475,Pierre Foncin,61,Place d'Italie
StopPoint:node:6361113648,Line:relation:255442,100100061:61,463808,100100061:61,48.874852,2.4127001999999997,Frères Flavien,61,Place d'Italie
StopPoint:node:6434139873,Line:relation:255442,100100061:61,463772,100100061:61,48.8316745,2.3563821,Place d'Italie,61,Place d'Italie
StopPoint:node:8222496215,Line:relation:255442,100100061:61,22494,100100061:61,48.845709199999995,2.3715132999999997,Gare de Lyon - Diderot,61,Place d'Italie
StopPoint:node:919752329,Line:relation:255442,100100061:61,25740,100100061:61,48.8319025,2.3591835,Les Alpes,61,Place d'Italie
StopPoint:node:987505275,Line:relation:255442,100100061:61,480101,100100061:61,48.8433415,2.3659119,Gare d'Austerlitz - Cour Seine,61,Place d'Italie
StopPoint:node:987505275,Line:relation:255442,100100061:61,411308,100100061:61,48.8433415,2.3659119,Gare d'Austerlitz - Cour Seine,61,Place d'Italie
StopPoint:node:1004245978,Line:relation:1257125,100100062:62,22794,100100062:62,48.8455449,2.2719703,Wilhem - Versailles,62,Porte de France
StopPoint:node:1016906564,Line:relation:1257125,100100062:62,26777,100100062:62,48.8434154,2.2604846,Exelmans,62,Porte de France
StopPoint:node:125273053,Line:relation:1257125,100100062:62,23611,100100062:62,48.8290722,2.3230781,Les Plantes,62,Porte de France
StopPoint:node:1355349576,Line:relation:1257125,100100062:62,37714,100100062:62,48.827042399999996,2.3670123999999997,Olympiades,62,Porte de France
StopPoint:node:1355407711,Line:relation:1257125,100100062:62,22835,100100062:62,48.8300663,2.3759254,Bibliothèque - Chevaleret,62,Porte de France
StopPoint:node:1636594188,Line:relation:1257125,100100062:62,24001,100100062:62,48.8390178,2.2576472,Porte de Saint-Cloud - Michel-Ange,62,Porte de France
StopPoint:node:1640452950,Line:relation:1257125,100100062:62,24000,100100062:62,48.841007,2.2585979,Michel Ange - Varize,62,Porte de France
StopPoint:node:2042461984,Line:relation:1257125,100100062:62,426998,100100062:62,48.825804,2.3510288999999998,Bobillot - Tolbiac,62,Porte de France
StopPoint:node:2042461985,Line:relation:1257125,100100062:62,24012,100100062:62,48.8258039,2.3456726999999997,Vergniaud,62,Porte de France
StopPoint:node:2042461988,Line:relation:1257125,100100062:62,23995,100100062:62,48.8259748,2.3542855,Moulin des Près,62,Porte de France
StopPoint:node:2042462014,Line:relation:1257125,100100062:62,23608,100100062:62,48.840858399999995,2.2882667999999997,Boucicaut,62,Porte de France
StopPoint:node:2042462058,Line:relation:1257125,100100062:62,23598,100100062:62,48.8457048,2.2776103,Javel,62,Porte de France
StopPoint:node:2562278276,Line:relation:1257125,100100062:62,24013,100100062:62,48.8287854,2.3781309,Bibliothèque Rue Mann,62,Porte de France
StopPoint:node:280849387,Line:relation:1257125,100100062:62,23597,100100062:62,48.8306269,2.3187317,Alésia - Didot,62,Porte de France
StopPoint:node:322691408,Line:relation:1257125,100100062:62,24007,100100062:62,48.8337381,2.3083597,Labrouste,62,Porte de France
StopPoint:node:3350475244,Line:relation:1257125,100100062:62,24004,100100062:62,48.8478638,2.2646835,Michel-Ange - Auteuil,62,Porte de France
StopPoint:node:3350475245,Line:relation:1257125,100100062:62,26775,100100062:62,48.8454888,2.2621661,Michel Ange - Molitor,62,Porte de France
