line_id,ID_Line,code,ShortName_Line,network,NetworkName,operator,OperatorName,mode,TransportMode
r8431360,C00114,19,X419,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C00115,,93,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15830816,C00116,33,33,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15867783,C00117,26,26,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C00128,,60,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C00129,,61,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C00130,,62,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15750639,C00267,31,31,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750630,C00270,40,40,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15823332,C00271,91,91,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750632,C00272,20,20,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r9233950,C00273,9,X409,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15823338,C00274,12,12,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r9233835,C00275,21,70,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15823334,C00280,32,32,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750631,C00281,3,3,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750637,C00281,3,3,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15823333,C00285,24,24,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15756113,C00286,10,10,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C00454,,76,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15822073,C00640,42,42,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15754458,C00641,27,27,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15754459,C00642,28,28,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C00643,,71,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15870939,C00644,43,43,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15767694,C00649,17,17,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C00651,,18,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15667795,C00653,502,44,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15756112,C00654,41,41,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r9188817,C00655,100,100,Express A14,Poissy - Les Mureaux,Stile Express,Keolis Seine et Oise Est,bus,bus
,C00753,,EXP A14,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C00754,,EXP A14,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15823337,C01773,34,34,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15751921,C01784,4,4,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750635,C01937,30,30,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02222,,63,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C02441,,23,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C02536,,95,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15851343,C02537,15,15,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15767671,C02539,16,16,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750671,C02540,19,19,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15864519,C02541,25,25,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750633,C02542,29,29,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15840284,C02543,90,90,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15870940,C02544,92,92,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15884426,C02545,94,94,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15840279,C02546,50,50,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15840281,C02547,51,51,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15840280,C02548,52,52,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02549,,53,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15840282,C02550,54,54,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15840277,C02551,55,55,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15840283,C02552,56,56,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15840278,C02553,57,57,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02554,,58,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15823335,C02555,59,59,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02556,,64,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C02557,,65,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C02558,,66,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15874070,C02559,67,67,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15874071,C02560,68,68,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15874069,C02561,69,69,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02562,,72,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15823336,C02563,74,74,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02564,,75,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15750629,C02565,1,1,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750638,C02566,2,2,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15750636,C02567,5,5,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15751922,C02568,6,6,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15751920,C02569,7,7,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15767670,C02570,13,13,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r15851342,C02571,14,14,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02587,,TàD,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C02588,,TàD,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r15874109,C02589,Soir,Soir,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C02626,,Soir,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C02627,,Soir,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
,C02628,,Soir,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r8453487,C01043,3204,3204,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
,C01452,,3240,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01453,,3241,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01454,,3243,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01455,,3244,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01456,,3201,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01457,,3242,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01459,,3256,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01461,,3250,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01462,,3257,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01463,,3258,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
r9972477,C01464,3202,3202,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
,C01467,,3252,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01468,,3253,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01469,,3260,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
r8444603,C01499,47,47,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
,C01500,,50,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01501,,3251,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01502,,3262,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01503,,3215,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01504,,3261,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
r11175663,C01505,07,Express07,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
,C01506,,3218,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01507,,3211,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01508,,3212,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
r15618998,C01509,3213,3213,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
r10048360,C01510,3214,3214,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
,C01512,,3249,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01513,,3246,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
r7177053,C01517,3208,3208,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
r8444694,C01518,3207,3207,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
r7177088,C01519,D,3209,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
r7177156,C01520,E,TàD 3209,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
,C01664,,3203,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01724,,3210,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01725,,3217,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01726,,3259,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C01896,,TàD,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02056,,3245,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
r8378094,C02294,3216,3216,Provinois - Brie et Seine,Provinois - Brie et Seine,Francilité Grand Provinois,Francilité Grand Provinois,bus,bus
,C02295,,TàD,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02366,,3219,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02432,,3254,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02433,,3255,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02435,,3247,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02436,,3248,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02581,,TàD,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02582,,TàD,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02583,,TàD,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02584,,Soir,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02585,,Soir,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
,C02613,,B.A.LA.DE,,Provinois - Brie et Seine,,Francilité Grand Provinois,,bus
r122886,C01727,C,C,RER,RER,SNCF,SNCF,train,rail
r1673421,C01728,D,D,RER,RER,SNCF,SNCF,train,rail
r7271953,C01729,E,E,RER,RER,SNCF,SNCF,train,rail
r2333448,C01742,A,A,RER,RER,RATP/SNCF,SNCF,train,rail
r7420701,C01743,B,B,RER,RER,RATP/SNCF,SNCF,train,rail
,C01849,,A,,RER,,SNCF,,bus
,C01850,,B,,RER,,SNCF,,bus
,C01851,,C,,RER,,SNCF,,bus
,C01852,,D,,RER,,SNCF,,bus
,C01853,,E,,RER,,SNCF,,bus
,C02385,,BUSRERB,,RER,,SNCF,,bus
,C02442,,BUSRERA,,RER,,SNCF,,bus
r9192729,C00198,16,16,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r8366812,C00199,17,17,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r8404789,C00200,18,18,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r6163356,C00201,19,19,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9206954,C00202,21,21,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9836855,C00203,22,22,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r2531082,C00204,23,23,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9193835,C00221,71,71,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
,C00225,,116,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
r8211074,C00245,701,701,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r8258499,C00246,702,702,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9207454,C00247,703,703,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r8218429,C00248,704,704,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9946409,C00250,707,707,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9235172,C00251,708,708,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9235191,C00252,709,709,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r9946370,C00253,710,710,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r8218430,C00254,711,711,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
,C00255,,714,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
,C00259,,715,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
,C00260,,716,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
r2206807,C00656,08,8,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r3490811,C00658,17,17,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r8371071,C00659,18,18,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r11267376,C00660,19,19,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
,C01759,,719,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
r9231462,C01776,9,9,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
r11267377,C01777,12,12,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
,C01779,,171,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
r9181063,C01801,3A,3,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
,C01813,,713,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
r8360705,C01866,24,24,Roissy Est,Roissy Est,Keolis Roissy Pays de France Est,Keolis Roissy Pays de France Est,bus,bus
,C02476,,Soir,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
,C02591,,Soir,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
,C02592,,Soir,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
,C02593,,712,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
,C02611,,TàD,,Roissy Est,,Keolis Roissy Pays de France Est,,bus
r107354,C00191,11,11,Les Courriers de l'Île-de-France,Roissy Ouest,Keolis CIF,Keolis Roissy Pays de France Ouest,bus,bus
r7097513,C00205,30B,30 B,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7097520,C00206,30D,30 D,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7921056,C00207,R8,R8,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r8388057,C00208,31,31,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r107356,C00209,32,32,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r107352,C00211,33,33,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r2531075,C00223,93,EX93,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7741077,C00224,G'bus,Gbus,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7678074,C00226,R117,R117,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7678060,C00228,R1,R1,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7678000,C00229,R2,R2,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7678061,C00230,R3,R3,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r8493728,C00231,R4,R4,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r9207015,C00232,R5,R5,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r8377444,C00233,R6,R6,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r9836790,C00234,R7,R7,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C00235,,R110,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C00236,,R111,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C00237,,R112,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C00238,,R113,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r6885970,C00239,R104,R104,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C00240,,R105,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r7999069,C00241,R106,R106,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C00242,,R107,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r7678062,C00243,R108,R108,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C00244,,R109,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r9207487,C00261,Vitavil,VITAVIL,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r6952110,C00264,95-01,9501,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r3253655,C00265,95-02,9502,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r3256314,C00609,22,22,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r3256316,C00610,23,23,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7757955,C00611,25,25,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r8370222,C00612,24,24,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C00613,,24 S,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r8450067,C00615,35,35,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r8450068,C00616,36,36,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r3256022,C00617,37,37,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r9240941,C01815,32ZA,32 ZA,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7677999,C01816,R114,R114,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r8106274,C01867,20,20,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C02030,,Soir,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r8312707,C02059,27,27,Keolis Mobilité Roissy,Roissy Ouest,Keolis Mobilité Roissy,Keolis Roissy Pays de France Ouest,bus,bus
,C02061,,32,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r36997,C02164,34,34,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r3253657,C02165,11.5,11.5,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r7387039,C02166,12ZI,12 ZI,Roissy Ouest,Roissy Ouest,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C02255,,Soir,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C02601,,R121,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C02602,,Soir,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C02603,,Soir,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C02604,,R9,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
,C02605,,Soir,,Roissy Ouest,,Keolis Roissy Pays de France Ouest,,bus
r9857123,C00560,102,102,SITUS,SITUS,Transdev SETRA,Transdev CEAT,bus,bus
r9857233,C00561,103,103,SITUS,SITUS,Transdev CEAT,Transdev CEAT,bus,bus
r7920974,C00143,EX01,EX01,Saint-Germain Boucles de Seine,Saint Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,Transdev Boucle des Lys,bus,bus
r8109456,C00144,8,8,Saint-Germain Boucles de Seine,Saint Germain Boucles de Seine,Transdev Boucle des Lys,Transdev Boucle des Lys,bus,bus
r8264763,C00145,9,9,Saint-Germain Boucles de Seine,Saint Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,Transdev Boucle des Lys,bus,bus
r7011365,C00149,10,10,Saint-Germain Boucles de Seine,Saint Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,Transdev Boucle des Lys,bus,bus
r8393002,C00150,15,15,Saint-Germain Boucles de Seine,Saint Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,Transdev Boucle des Lys,bus,bus
r8268259,C00153,18S,18s,Saint-Germain Boucles de Seine,Saint Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,Transdev Boucle des Lys,bus,bus
r7011364,C00154,21,21,Saint-Germain Boucles de Seine,Saint Germain Boucles de Seine,Transdev Île-de-France Boucle des Lys,Transdev Boucle des Lys,bus,bus
