,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_stop_name,gtfs_stop_lat,gtfs_stop_lon,gtfs_wheelchair_boarding,gtfs_dest_name,gtfs_route_short_name,gtfs_agency_name,osm_network,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_name,osm_code,osm_lat,osm_route_id,osm_line_id,osm_osm:ref:FR:STIF:stop_id,osm_stop_id,osm_osm:ref:FR:STIF,osm_lon,osm_destination,destination_confidence,line_code_confidence,line_code_confidence_rounded,name_confidence,name_confidence_rounded,name_confidence_lower,name_confidence_lower_rounded,distance
23889,StopPoint:59:4036813,100987768:N22,28542,GUYNEMER - MAXIME GORKI,48.792383,2.369214,1,MARCHE DE JUVISY,N22,Noctilien,Noctilien,100987768:N22,Guynemer–Maxime Gorki,N22,48.790983999999995,Route:Relation:5830158,Line:Relation:5830159,StopPoint:59:4036813,StopPoint:Node:3647128429,28542,2.3692973999999998,Marché de Juvisy,0.9375,1.0,100.0,0.18181818181818182,20.0,0.9090909090909091,90.0,155.69741221147635
23892,StopPoint:59:4036817,100987768:N22,22864,PAUL VAILLANT-COUTURIER - HOPITAL PAUL BROUSSE-METRO,48.796275,2.368536,1,CHATELET,N22,Noctilien,Noctilien,100987768:N22,Paul Vaillant-Couturier - Hôpital Paul Brousse,N22,48.7972901,Route:Relation:1086775,Line:Relation:5830159,StopPoint:59:4036817,StopPoint:Node:3889758395,22864,2.3680683,Châtelet,0.875,1.0,100.0,0.2653061224489796,30.0,0.9183673469387755,90.0,117.99887517486205
23925,StopPoint:59:6251785,100987768:N22,26737,DISPENSAIRE DANIELLE CASANOVA,48.798226,2.365898,1,MARCHE DE JUVISY,N22,Noctilien,Noctilien,100987768:N22,Dispensaire Danielle Casanova,N22,48.7993221,Route:Relation:5830158,Line:Relation:5830159,StopPoint:59:6251785,StopPoint:Node:3692920725,26737,2.3661247999999997,Marché de Juvisy,0.9375,1.0,100.0,0.1724137931034483,20.0,1.0,100.0,123.02625601388586
23928,StopPoint:59:6251792,100987768:N22,29848,VILLEJUIF - LOUIS ARAGON,48.78806,2.367823,1,MARCHE DE JUVISY,N22,Noctilien,Noctilien,100987768:N22,Villejuif - Louis Aragon,N22,48.786866599999996,Route:Relation:5830158,Line:Relation:5830159,StopPoint:59:6251792,StopPoint:Node:3647120644,29848,2.3673109,Marché de Juvisy,0.9375,1.0,100.0,0.2916666666666667,30.0,1.0,100.0,137.94467781114304
23930,StopPoint:59:6251793,100987768:N22,36702,VILLEJUIF - LOUIS ARAGON,48.787575,2.367021,1,CHATELET,N22,Noctilien,Noctilien,100987768:N22,Villejuif - Louis Aragon,N22,48.7879331,Route:Relation:1086775,Line:Relation:5830159,StopPoint:59:6251793,StopPoint:Node:1964639959,36702,2.3681004999999997,Châtelet,0.875,1.0,100.0,0.2916666666666667,30.0,1.0,100.0,88.75895763466892
23995,StopPoint:59:7153095,100987768:N22,29856,AUGUSTE PERRET,48.763783,2.369427,1,MARCHE DE JUVISY,N22,Noctilien,Noctilien,100987768:N22,Auguste Perret,N22,48.7630833,Route:Relation:5830158,Line:Relation:5830159,StopPoint:59:7153095,StopPoint:Node:5406873965,29856,2.3693196,Marché de Juvisy,0.9375,1.0,100.0,0.21428571428571427,20.0,1.0,100.0,78.2098308026728
24025,StopPoint:59:7153120,100987768:N22,413123,COEUR D'ORLY,48.734697,2.370591,,MARCHE DE JUVISY,N22,Noctilien,Noctilien,100987768:N22,Cœur d'Orly,N22,48.733021099999995,Route:Relation:5830158,Line:Relation:5830159,StopPoint:59:7266012,StopPoint:Node:2281799940,413123,2.3713914,Marché de Juvisy,0.9375,1.0,100.0,0.34782608695652173,30.0,0.8695652173913043,90.0,195.44710632023816
24026,StopPoint:59:7153121,100987768:N22,413124,COEUR D'ORLY,48.734967,2.370958,,CHATELET,N22,Noctilien,Noctilien,100987768:N22,Cœur d'Orly,N22,48.7331775,Route:Relation:1086775,Line:Relation:5830159,StopPoint:59:7153121,StopPoint:Node:695122447,413124,2.3715663,Châtelet,0.875,1.0,100.0,0.34782608695652173,30.0,0.8695652173913043,90.0,203.96941539872844
24041,StopPoint:59:7153132,100987768:N22,37469,MARCHE DES GRAVILLIERS,48.700909,2.372062,,CHATELET,N22,Noctilien,Noctilien,100987768:N22,Marché des Gravilliers,N22,48.701574,Route:Relation:1086775,Line:Relation:5830159,StopPoint:59:6251837,StopPoint:Node:698594215,37469,2.3719247,Châtelet,0.875,1.0,100.0,0.18181818181818182,20.0,0.9545454545454546,100.0,74.63802264795633
24044,StopPoint:59:7153146,100987768:N22,413125,CAROLINE AIGLE,48.737034,2.36994,,CHATELET,N22,Noctilien,Noctilien,100987768:N22,Caroline Aigle,N22,48.7376833,Route:Relation:1086775,Line:Relation:5830159,StopPoint:59:7153146,StopPoint:Node:4602492273,413125,2.3698885,Châtelet,0.875,1.0,100.0,0.21428571428571427,20.0,1.0,100.0,72.3044768603205
24053,StopPoint:59:7153152,100987768:N22,27280,CIMETIERE PARISIEN DE THIAIS,48.764619,2.368462,1,CHATELET,N22,Noctilien,Noctilien,100987768:N22,Cimetière Parisien de Thiais,N22,48.7653379,Route:Relation:1086775,Line:Relation:5830159,StopPoint:59:7153152,StopPoint:Node:4987975419,27280,2.3683745,Châtelet,0.875,1.0,100.0,0.21428571428571427,20.0,0.9642857142857143,100.0,80.203778198062
24074,StopPoint:59:3764447,100987769:N63,26609,MONTPARNASSE 2 - GARE TGV,48.838691,2.316741,1,MASSY-PALAISEAU RER,N63,Noctilien,Noctilien,100987769:N63,Jean Zay–Maine,N63,48.8375281,Route:Relation:6956360,Line:Relation:6956361,StopPoint:59:3764447,StopPoint:Node:983637964,26609,2.3219176,Massy-Palaiseau,0.8823529411764706,1.0,100.0,0.05128205128205128,10.0,0.15384615384615385,20.0,401.4096340263522
24077,StopPoint:59:3909010,100987769:N63,23156,BOULEVARD DE LA REPUBLIQUE,48.788963,2.288426,,GARE MONTPARNASSE,N63,Noctilien,Noctilien,100987769:N63,Boulevard de la République,N63,48.788368299999995,Route:Relation:5976839,Line:Relation:6956361,StopPoint:59:3909010,StopPoint:Node:5339594321,23156,2.2880564999999997,Gare Montparnasse,1.0,1.0,100.0,0.19230769230769232,20.0,0.9615384615384616,100.0,71.49050230482804
24099,StopPoint:59:5138012,100987769:N63,28241,REPUBLIQUE - LIBERTE,48.801665,2.295408,1,GARE MONTPARNASSE,N63,Noctilien,Noctilien,100987769:N63,République - Liberté,N63,48.8011932,Route:Relation:5976839,Line:Relation:6956361,StopPoint:59:5138012,StopPoint:Node:2899578901,28241,2.2942014,Gare Montparnasse,1.0,1.0,100.0,0.25,20.0,0.9,90.0,103.00361859394334
24122,StopPoint:59:3620247,100987771:N71,36934,MARCELLIN BERTHELOT,48.769007,2.420814,1,MARCHE INTERNATIONAL DE RUNGIS,N71,Noctilien,Noctilien,100987771:N71,Marcellin Berthelot,N71,48.769166,Route:Relation:6956210,Line:Relation:6956211,StopPoint:59:3730083,StopPoint:Node:294082534,36934,2.4217507,Marché International de Rungis,0.9666666666666667,1.0,100.0,0.15789473684210525,20.0,1.0,100.0,71.09030045081559
24140,StopPoint:59:7275694,100987771:N71,22784,CARREFOUR DE LA RESISTANCE,48.75655,2.388019,1,VAL DE FONTENAY RER,N71,Noctilien,Noctilien,100987771:N71,Tvm Carrefour de la Résistance RATP,N71,48.7571398,Route:Relation:5974264,Line:Relation:6956211,StopPoint:59:7275694,StopPoint:Node:2321831515,22784,2.3888732999999998,Val de Fontenay RER,1.0,1.0,100.0,0.16393442622950818,20.0,0.819672131147541,80.0,90.81590192132411
24147,StopPoint:59:7275710,100987771:N71,26538,PARC INTERDEPARTEMENTAL DES SPORTS,48.770756,2.426351,1,MARCHE INTERNATIONAL DE RUNGIS,N71,Noctilien,Noctilien,100987771:N71,Parc Interdépartemental des Sports,N71,48.7703043,Route:Relation:6956210,Line:Relation:6956211,StopPoint:59:7305041,StopPoint:Node:383550911,26538,2.4256664,Marché International de Rungis,0.9666666666666667,1.0,100.0,0.17647058823529413,20.0,0.9705882352941176,100.0,71.1028390722766
24153,StopPoint:59:7275716,100987771:N71,30022,PREFECTURE DU VAL-DE-MARNE,48.783825,2.447075,1,MARCHE INTERNATIONAL DE RUNGIS,N71,Noctilien,Noctilien,100987771:N71,Préfecture du Val-de-Marne,N71,48.783198999999996,Route:Relation:6956210,Line:Relation:6956211,StopPoint:59:7275716,StopPoint:Node:387899938,30022,2.4467441,Marché International de Rungis,0.9666666666666667,1.0,100.0,0.2692307692307692,30.0,0.9615384615384616,100.0,73.73963434155463
24173,StopPoint:59:3716895,100987773:N35,421409,GARE DE LYON,48.843693,2.373303,1,NOGENT-LE-PERREUX RER,N35,Noctilien,Noctilien,100987773:N35,Gare de Lyon,N35,48.843171899999994,Route:Relation:1534901,Line:Relation:1534903,,StopPoint:Node:2481752360,421409,2.3742563,Nogent - Le Perreux RER,0.9090909090909091,1.0,100.0,0.3333333333333333,30.0,1.0,100.0,90.85377451155061
24361,StopPoint:59:3672107,100987780:N11,28372,PORTE DE VINCENNES,48.84701,2.41025,1,CHATEAU DE VINCENNES,N11,Noctilien,Noctilien,100987780:N11,Porte de Vincennes,N11,48.8468289,Route:Relation:1535454,Line:Relation:1535460,StopPoint:59:3926377,StopPoint:Node:1426853557,28372,2.4118901999999998,Château de Vincennes,0.95,1.0,100.0,0.2222222222222222,20.0,1.0,100.0,122.05674033518076
24398,StopPoint:59:3926297,100987780:N11,24798,DAUMESNIL - DIDEROT,48.846136,2.376886,1,CHATEAU DE VINCENNES,N11,Noctilien,Noctilien,100987780:N11,Daumesnil - Diderot,N11,48.846289,Route:Relation:1535454,Line:Relation:1535460,StopPoint:59:3926297,StopPoint:Node:1223052374,24798,2.3780989999999997,Château de Vincennes,0.95,1.0,100.0,0.2631578947368421,30.0,1.0,100.0,90.64158374359499
24557,StopPoint:59:4016293,100987782:N15,24603,BROCHANT - CARDINET,48.891322,2.318669,1,VILLEJUIF - LOUIS ARAGON-METRO,N15,Noctilien,Noctilien,100987782:N15,Brochant - Cardinet,N15,48.891836,Route:Relation:1537047,Line:Relation:1537048,StopPoint:59:4016293,StopPoint:Node:596079812,24603,2.3179000999999997,Villejuif – Louis Aragon,0.8518518518518519,1.0,100.0,0.2631578947368421,30.0,1.0,100.0,80.2899897227882
24565,StopPoint:59:4036721,100987782:N15,15142,GABRIEL PERI-METRO,48.915859,2.294321,1,VILLEJUIF - LOUIS ARAGON-METRO,N15,Noctilien,Noctilien,100987782:N15,Gabriel Péri - Métro,N15,48.916610399999996,Route:Relation:1537047,Line:Relation:1537048,StopPoint:59:4036721,StopPoint:Node:5290005590,15142,2.2945298,Villejuif – Louis Aragon,0.8518518518518519,1.0,100.0,0.2631578947368421,30.0,0.8421052631578947,80.0,84.95162298131945
24608,StopPoint:59:4036810,100987782:N15,26736,JEAN JAURES,48.795251,2.366318,1,VILLEJUIF - LOUIS ARAGON-METRO,N15,Noctilien,Noctilien,100987782:N15,Jean Jaurès,N15,48.7963507,Route:Relation:1537047,Line:Relation:1537048,StopPoint:59:4036810,StopPoint:Node:3889758396,26736,2.3681498,Villejuif – Louis Aragon,0.8518518518518519,1.0,100.0,0.2727272727272727,30.0,0.9090909090909091,90.0,181.8466564979666
24609,StopPoint:59:4036813,100987782:N15,28542,GUYNEMER - MAXIME GORKI,48.792383,2.369214,1,VILLEJUIF - LOUIS ARAGON-METRO,N15,Noctilien,Noctilien,100987782:N15,Guynemer–Maxime Gorki,N15,48.790983999999995,Route:Relation:1537047,Line:Relation:1537048,StopPoint:59:4036813,StopPoint:Node:3647128429,28542,2.3692973999999998,Villejuif – Louis Aragon,0.8518518518518519,1.0,100.0,0.18181818181818182,20.0,0.9090909090909091,90.0,155.69741221147635
24647,StopPoint:59:6251785,100987782:N15,26737,DISPENSAIRE DANIELLE CASANOVA,48.798226,2.365898,1,VILLEJUIF - LOUIS ARAGON-METRO,N15,Noctilien,Noctilien,100987782:N15,Dispensaire Danielle Casanova,N15,48.7993221,Route:Relation:1537047,Line:Relation:1537048,StopPoint:59:6251785,StopPoint:Node:3692920725,26737,2.3661247999999997,Villejuif – Louis Aragon,0.8518518518518519,1.0,100.0,0.1724137931034483,20.0,1.0,100.0,123.02625601388586
25188,StopPoint:53:2157,101261021:7,21211,Stade,48.915208,2.604041,,Rond-Point des Sciences,7,Apolo 7,Apolo 7,101261021:7,Stade,7,48.9159984,Route:Relation:8296289,Line:Relation:8285312,StopPoint:53:2157,StopPoint:Node:5646487446,21211,2.6036629,Rond-Point des Sciences (Chelles),0.8214285714285714,1.0,100.0,1.0,100.0,1.0,100.0,92.1641064866661
25191,StopPoint:53:2157,101261021:7,21211,Stade,48.915208,2.604041,,Gare de Chelles Gournay,7,Apolo 7,Apolo 7,101261021:7,Stade,7,48.9159984,Route:Relation:7699449,Line:Relation:8285312,StopPoint:53:2157,StopPoint:Node:5646487446,21211,2.6036629,Gare de Chelles Gournay,1.0,1.0,100.0,1.0,100.0,1.0,100.0,92.1641064866661
25257,StopPoint:53:2522,101261021:7,21890,Goulet,48.916657,2.594722,,Rond-Point des Sciences,7,Apolo 7,Apolo 7,101261021:7,Goulet,7,48.9167975,Route:Relation:8296289,Line:Relation:8285312,,StopPoint:Node:1200579458,21890,2.5956836,Rond-Point des Sciences (Chelles),0.8214285714285714,1.0,100.0,1.0,100.0,1.0,100.0,72.19039517329061
25260,StopPoint:53:2522,101261021:7,21890,Goulet,48.916657,2.594722,,Gare de Chelles Gournay,7,Apolo 7,Apolo 7,101261021:7,Goulet,7,48.9167975,Route:Relation:7699449,Line:Relation:8285312,,StopPoint:Node:1200579458,21890,2.5956836,Gare de Chelles Gournay,1.0,1.0,100.0,1.0,100.0,1.0,100.0,72.19039517329061
25286,StopPoint:53:2617,101261021:7,21893,Becquerel,48.88913,2.594735,,Rond-Point des Sciences,7,Apolo 7,Apolo 7,101261021:7,Becquerel,7,48.891959299999996,Route:Relation:8296289,Line:Relation:8285312,,StopPoint:Node:2678462472,21893,2.5927493,Rond-Point des Sciences (Chelles),0.8214285714285714,1.0,100.0,1.0,100.0,1.0,100.0,346.70156636169344
25288,StopPoint:53:2617,101261021:7,21893,Becquerel,48.88913,2.594735,,Rond-Point des Sciences,7,Apolo 7,Apolo 7,101261021:7,Becquerel,7,48.891959299999996,Route:Relation:8296289,Line:Relation:8285312,,StopPoint:Node:2678462472,21893,2.5927493,Rond-Point des Sciences (Chelles),0.8214285714285714,1.0,100.0,1.0,100.0,1.0,100.0,346.70156636169344
25291,StopPoint:53:2618,101261021:7,21893,Becquerel,48.88913,2.594735,,Gare de Chelles Gournay,7,Apolo 7,Apolo 7,101261021:7,Becquerel,7,48.8919205,Route:Relation:7699449,Line:Relation:8285312,,StopPoint:Node:2678462476,21893,2.5926339,Gare de Chelles Gournay,1.0,1.0,100.0,1.0,100.0,1.0,100.0,346.4700845337304
25293,StopPoint:53:2620,101261021:7,21894,Foyer Flamant,48.897578,2.590347,,Gare de Chelles Gournay,7,Apolo 7,Apolo 7,101261021:7,Foyer Flamant,7,48.898447,Route:Relation:7699449,Line:Relation:8285312,,StopPoint:Node:2670519841,21894,2.5900588,Gare de Chelles Gournay,1.0,1.0,100.0,1.0,100.0,1.0,100.0,98.92283070382359
25294,StopPoint:53:2621,101261021:7,21895,Foyer Flamant,48.899896,2.590862,,Rond-Point des Sciences,7,Apolo 7,Apolo 7,101261021:7,Foyer Flamant,7,48.898164799999996,Route:Relation:8296289,Line:Relation:8285312,,StopPoint:Node:2678462475,21895,2.5902819,Rond-Point des Sciences (Chelles),0.8214285714285714,1.0,100.0,1.0,100.0,1.0,100.0,197.1651620697683
25295,StopPoint:53:2621,101261021:7,21895,Foyer Flamant,48.899896,2.590862,,Rond-Point des Sciences,7,Apolo 7,Apolo 7,101261021:7,Foyer Flamant,7,48.898164799999996,Route:Relation:8296289,Line:Relation:8285312,,StopPoint:Node:2678462475,21895,2.5902819,Rond-Point des Sciences (Chelles),0.8214285714285714,1.0,100.0,1.0,100.0,1.0,100.0,197.1651620697683
25301,StopPoint:53:2103,101261022:6,16685,Mont Chalats,48.885655,2.605238,,Gare de Vaires Torcy (Nord),6,Apolo 7,Apolo 7,101261022:6,Mont-Chalâts,6,48.8860284,Route:Relation:7699450,Line:Relation:8285313,StopPoint:53:2103,StopPoint:Node:2635554156,16685,2.6060662999999997,Gare de Vaires Torcy,0.851063829787234,1.0,100.0,0.8333333333333334,80.0,0.8333333333333334,80.0,73.58304566325278
25303,StopPoint:53:2104,101261022:6,16686,Mont Chalats,48.88612,2.606167,,Gare de Chelles Gournay,6,Apolo 7,Apolo 7,101261022:6,Mont-Chalâts,6,48.8857302,Route:Relation:8296286,Line:Relation:8285313,StopPoint:53:2104,StopPoint:Node:2635554154,16686,2.6052858,Gare de Chelles Gournay,1.0,1.0,100.0,0.8333333333333334,80.0,0.8333333333333334,80.0,77.81801304118945
25396,StopPoint:53:2157,101261027:5,21211,Stade,48.915208,2.604041,,Gare de Lagny Thorigny,5,Apolo 7,Apolo 7,101261027:5,Stade,5,48.9159984,Route:Relation:3352494,Line:Relation:7331862,StopPoint:53:2157,StopPoint:Node:5646487446,21211,2.6036629,Gare de Lagny Thorigny,1.0,1.0,100.0,1.0,100.0,1.0,100.0,92.1641064866661
25446,StopPoint:53:2114,101261124:4s,16692,Chasse,48.891605,2.609099,,Cité Scolaire,4s,Apolo 7,Apolo 7,101261124:4s,Chasse,4s,48.8907915,Route:Relation:8287380,Line:Relation:8287384,StopPoint:53:2114,StopPoint:Node:5442483922,16692,2.6083539,Cité Scolaire (Chelles),0.7222222222222222,1.0,100.0,1.0,100.0,1.0,100.0,105.68712047912288
25596,StopPoint:79:3010,111593301:1,416553,Etienne Dolet,48.876808,2.467874,,Rosny-sous-Bois RER,1,Titus,Titus,111593301:1,Étienne Dolet,1,48.8760226,Route:Relation:8379296,Line:Relation:8379297,StopPoint:79:3010,StopPoint:Node:5688481903,416553,2.4677579,Rosny-sous-Bois RER,1.0,1.0,100.0,0.9230769230769231,90.0,0.9230769230769231,90.0,87.75644836609987
25623,StopPoint:79:3031,111593303:3,416519,Avenue de l'Ouest,48.874781,2.507109,,Rosny-sous-Bois RER,3,Titus,Titus,111593303:3,Avenue de l'Ouest,3,48.8764,Route:Relation:8379316,Line:Relation:8379317,StopPoint:79:3031,StopPoint:Node:5688553565,416519,2.508107,Rosny-sous-Bois RER,1.0,1.0,100.0,1.0,100.0,1.0,100.0,194.3588640249868
25989,StopPoint:88:919,116295001:FILEOS,38447,Avenue Bocquet,49.010838,2.483431,,Sarcelles - Saint-Brice Train H,FILEO S,Filéo,Filéo,116295001:FILEOS,Avenue Bocquet,S,49.010194999999996,Route:Relation:8405390,Line:Relation:8405392,StopPoint:8:30550,StopPoint:Node:837569736,38447,2.4825084,Sarcelles - Saint-Brice Gare,0.847457627118644,0.25,20.0,1.0,100.0,1.0,100.0,98.3302808567786
26057,StopPoint:88:844,116295003:FILEOG,37990,École Gabriel péri,49.037832,2.467995,,Les Coteaux,FILEO G,Filéo,Filéo,116295003:FILEOG,École Gabriel Péri,G,49.0383815,Route:Relation:8398487,Line:Relation:8398489,StopPoint:88:844;StopPoint:8:30185,StopPoint:Node:345242675,37990,2.4674704,Les Côteaux,0.9090909090909091,0.25,20.0,0.9444444444444444,90.0,1.0,100.0,72.15041459054191
26073,StopPoint:88:857,116295003:FILEOG,38797,Le moulin,49.011561,2.472218,,Les Coteaux,FILEO G,Filéo,Filéo,116295003:FILEOG,Le Moulin,G,49.0099568,Route:Relation:8398487,Line:Relation:8398489,StopPoint:8:30218,StopPoint:Node:837569719,38797,2.4725973,Les Côteaux,0.9090909090909091,0.25,20.0,0.8888888888888888,90.0,1.0,100.0,180.5480133005709
26111,StopPoint:88:919,116295003:FILEOG,38447,Avenue Bocquet,49.010838,2.483431,,Les Coteaux,FILEO G,Filéo,Filéo,116295003:FILEOG,Avenue Bocquet,G,49.010194999999996,Route:Relation:8398487,Line:Relation:8398489,StopPoint:8:30550,StopPoint:Node:837569736,38447,2.4825084,Les Côteaux,0.9090909090909091,0.25,20.0,1.0,100.0,1.0,100.0,98.3302808567786
26331,StopPoint:88:833,116295032:32,38478,Carrefour de l Europe,49.022577,2.465278,,Aéroville,32,Filéo,Filéo,116295032:32,Carrefour de l'Europe,32,49.021687,Route:Relation:8378496,Line:Relation:8378498,StopPoint:8:30167,StopPoint:Node:372723106,38478,2.4653799,Aéroville,1.0,1.0,100.0,0.9523809523809523,100.0,0.9523809523809523,100.0,99.25724973518972
26342,StopPoint:88:844,116295032:32,37990,École Gabriel péri,49.037832,2.467995,,Victor Basch,32,Filéo,Filéo,116295032:32,École Gabriel Péri,32,49.0383815,Route:Relation:8378497,Line:Relation:8378498,StopPoint:88:844;StopPoint:8:30185,StopPoint:Node:345242675,37990,2.4674704,Victor Basch,1.0,1.0,100.0,0.9444444444444444,90.0,1.0,100.0,72.15041459054191
26357,StopPoint:88:856,116295032:32,38569,Le moulin,49.011337,2.471916,,Aéroville,32,Filéo,Filéo,116295032:32,Le Moulin,32,49.0099872,Route:Relation:8378496,Line:Relation:8378498,StopPoint:8:30217,StopPoint:Node:837569755,38569,2.4724979,Aéroville,1.0,1.0,100.0,0.8888888888888888,90.0,1.0,100.0,156.03056180751545
26358,StopPoint:88:857,116295032:32,38797,Le moulin,49.011561,2.472218,,Victor Basch,32,Filéo,Filéo,116295032:32,Le Moulin,32,49.0099568,Route:Relation:8378497,Line:Relation:8378498,StopPoint:8:30218,StopPoint:Node:837569719,38797,2.4725973,Victor Basch,1.0,1.0,100.0,0.8888888888888888,90.0,1.0,100.0,180.5480133005709
26377,StopPoint:88:918,116295032:32,38421,Avenue Bocquet,49.010416,2.483143,,Aéroville,32,Filéo,Filéo,116295032:32,Avenue Bocquet,32,49.009794799999995,Route:Relation:8378496,Line:Relation:8378498,StopPoint:8:30549,StopPoint:Node:837569757,38421,2.4817712999999997,Aéroville,1.0,1.0,100.0,1.0,100.0,1.0,100.0,121.83002799335824
26378,StopPoint:88:919,116295032:32,38447,Avenue Bocquet,49.010838,2.483431,,Victor Basch,32,Filéo,Filéo,116295032:32,Avenue Bocquet,32,49.010194999999996,Route:Relation:8378497,Line:Relation:8378498,StopPoint:8:30550,StopPoint:Node:837569736,38447,2.4825084,Victor Basch,1.0,1.0,100.0,1.0,100.0,1.0,100.0,98.3302808567786
26396,StopPoint:88:1498,116931006:FILEOSL,423065,Versant Seine,48.987394,2.532317,,Sevran Livry RER B,FILEO SL,Filéo,Filéo,116931006:FILEOSL,Versant Seine,SL,48.985786999999995,Route:Relation:8388056,Line:Relation:8388058,StopPoint:7:10782;StopPoint:88:1498,StopPoint:Node:5630202107,423065,2.5367077,Sevran Livry RER B,1.0,0.4,40.0,1.0,100.0,1.0,100.0,367.71165291101903
26399,StopPoint:88:1962,116931006:FILEOSL,427394,Croix Rouge,48.946825,2.491355,,Sevran Livry RER B,FILEO SL,Filéo,Filéo,116931006:FILEOSL,Croix Rouge,SL,48.9476375,Route:Relation:8388056,Line:Relation:8388058,StopPoint:88:1962;StopPoint:70:11203,StopPoint:Node:1799961736,427394,2.4928548999999998,Sevran Livry RER B,1.0,0.4,40.0,1.0,100.0,1.0,100.0,142.24977609099673
26403,StopPoint:88:1963,116931006:FILEOSL,427393,Francisco Ferrer,48.944636,2.4954,,Sevran Livry RER B,FILEO SL,Filéo,Filéo,116931006:FILEOSL,Francisco Ferrer,SL,48.9440253,Route:Relation:8388056,Line:Relation:8388058,StopPoint:88:1963,StopPoint:Node:5697102742,427393,2.4962473,Sevran Livry RER B,1.0,0.4,40.0,1.0,100.0,1.0,100.0,92.00457887404335
26407,StopPoint:88:1964,116931006:FILEOSL,427391,Renoir,48.95193,2.490906,,Sevran Livry RER B,FILEO SL,Filéo,Filéo,116931006:FILEOSL,Auguste Renoir,SL,48.952447,Route:Relation:8388056,Line:Relation:8388058,StopPoint:70:15595;StopPoint:88:1964,StopPoint:Node:5550455029,427391,2.4896715,Sevran Livry RER B,1.0,0.4,40.0,0.6,60.0,0.6,60.0,107.14898669396545
26584,StopPoint:12:3209,208208002:B,15912,Ecole de Police,48.360524,2.985362,,Maison Rouge,B,Siyonne,Siyonne,208208002:B,École de Police,B,48.358908,Route:Relation:4074277,Line:Relation:5763997,StopPoint:12:3209,StopPoint:Node:5602880951,15912,2.9849509999999997,Maison Rouge (Varennes),0.6857142857142857,1.0,100.0,0.9333333333333333,90.0,0.9333333333333333,90.0,182.25774098592981
26701,StopPoint:12:3311,208258008:208,15970,Grinsson,48.377788,2.788373,,Cour des Adieux,208,Comète,Comète,208258008:208,Grinsson,208,48.3775221,Route:Relation:6709070,Line:Relation:7797072,StopPoint:12:3311,StopPoint:Node:4326573008,15970,2.7892364,Cour des Adieux (Fontainebleau),0.6521739130434783,1.0,100.0,1.0,100.0,1.0,100.0,70.46346863433544
26704,StopPoint:12:3313,208258008:208,30678,Porte Nadon,48.377982,2.782301,,Cour des Adieux,208,Comète,Comète,208258008:208,Porte Nadon,208,48.3779111,Route:Relation:6709070,Line:Relation:7797072,StopPoint:12:3313,StopPoint:Node:5613665087,30678,2.7837947,Cour des Adieux (Fontainebleau),0.6521739130434783,1.0,100.0,1.0,100.0,1.0,100.0,110.93179718915097
26709,StopPoint:12:3563,208258008:208,34003,8 mai,48.376737,2.799902,,Cour des Adieux,208,Comète,Comète,208258008:208,8 Mai 1945,208,48.3768436,Route:Relation:6709070,Line:Relation:7797072,StopPoint:12:3563,StopPoint:Node:4525931990,34003,2.7989014,Cour des Adieux (Fontainebleau),0.6521739130434783,1.0,100.0,0.5333333333333333,50.0,0.6666666666666666,70.0,75.06658828218134
26712,StopPoint:12:3667,208258008:208,16126,Avenue de Fontainebleau,48.374247,2.808774,,Cour des Adieux,208,Comète,Comète,208258008:208,Avenue de Fontainebleau,208,48.377254699999995,Route:Relation:6709070,Line:Relation:7797072,StopPoint:12:3667,StopPoint:Node:4528007694,16126,2.7935464,Cour des Adieux (Fontainebleau),0.6521739130434783,1.0,100.0,1.0,100.0,1.0,100.0,1176.62236267955
26783,StopPoint:20:712,212212003:27,35094,THIERS (GARE DE SAINT GERMAIN EN LAYE),48.896917,2.098475,,THIERS (GARE DE SAINT GERMAIN EN LAYE),27,Transdev Ile-de-France Conflans,Mobilien 27,212212003:27,Gare de Saint-Germain en Laye - Rue Thiers,27,48.897541499999996,Route:Relation:8200333,Line:Relation:8228825,StopPoint:20:712,StopPoint:Node:5577386156,35094,2.0966369,Gare de Saint-Germain en Laye - Rue Thiers,0.7,1.0,100.0,0.2,20.0,0.7,70.0,151.61501474266862
26818,StopPoint:20:152,212212005:05,34866,LYCEE LOUISE WEISS,48.970515,2.074453,,GARE PLACE ROMAGNE,05,Conflans Achères,Conflans Achères,212212005:05,Lycée Louise Weiss,5,48.971222,Route:Relation:8357293,Line:Relation:8357295,StopPoint:20:152,StopPoint:Node:5668122972,34866,2.0744165999999997,Gare Place Romagne,1.0,0.6666666666666666,70.0,0.2777777777777778,30.0,0.9444444444444444,90.0,78.67003800596005
26903,StopPoint:20:706,212212005:05,35091,GARE PLACE ROMAGNE,48.997244,2.097453,,GARE PLACE ROMAGNE,05,Conflans Achères,Conflans Achères,212212005:05,Gare Place Romagné,5,48.9976029,Route:Relation:8357293,Line:Relation:8357295,StopPoint:20:706,StopPoint:Node:5333215541,35091,2.0989136999999998,Gare Place Romagne,1.0,0.6666666666666666,70.0,0.2777777777777778,30.0,0.9444444444444444,90.0,114.09648864223205
